Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Robert Kwiatkowski","CHC",0.0471,0.0561,0.0143,4.70601,0.8128,0.0398,0,0,1,4.386,1.0618,0.5628,0.52289,0.140333,0.38,,0.0452,0.7134,6.4206,3.42,1.87737,1.263,0.162654,0.0866393,0.07601459324359894,0.268077,1.4418,0.296571,0.705835,0.440703,,4.83961,-0.0070145,-0.0496548,999,,,,"sa3014929"
"Patrick Wicklander",,0.0458,0.0522,0,4.6782,1,0,0,0,1,4.415,1.0415,0.5577,0.5198,0.143,0.4158,,0.0467,0.7341,6.6069,3.7422,1.76551,1.287,0.166274,0.0941789,0.07209513336420059,0.263504,1.4573,0.292157,0.715615,0.403005,,4.94478,-0.00701773,-0.0476438,999,,,,"sa3017304"
"Tommy McCollum","PHI",0.0461,0.0519,0,4.85604,1,0,0,0,1,4.468,0.9699,0.5769,0.53956,0.146444,0.5491,,0.0512,0.8699,7.8291,4.9419,1.58423,1.318,0.194696,0.122896,0.07179945707321167,0.250769,1.519,0.288794,0.716983,0.395595,,5.13136,-0.00702558,-0.0460026,999,,,,"sa3017204"
"Paul Campbell",,0.0455,0.0556,0.0083,4.88115,0.887,0.024,0,0,1,4.389,1.0494,0.5773,0.54235,0.161556,0.3608,,0.0526,0.7807,7.0263,3.2472,2.1638,1.454,0.177877,0.0822055,0.09567100554704666,0.26396,1.4102,0.292695,0.70345,0.369001,,4.9455,-0.00703606,-0.0476533,999,,,,"22248"
"Jerson Ramirez",,0.0451,0.0528,0,4.8429,1,0,0,0,1,4.452,0.9936,0.574,0.5381,0.146444,0.4951,,0.049,0.878,7.902,4.4559,1.77338,1.318,0.197215,0.111208,0.086006298661232,0.254254,1.4887,0.293799,0.712562,0.376999,,4.94656,-0.00703782,-0.0476438,999,,,,"sa3006541"
"Colby White","NYY",0.0472,0.0556,0.0128,4.80042,0.8268,0.0368,0,0,1,4.469,0.9779,0.5707,0.53338,0.150889,0.5239,,0.0443,0.8972,8.0748,4.7151,1.71254,1.358,0.200761,0.11723,0.08353099226951599,0.250692,1.5018,0.289904,0.721472,0.396833,,5.03824,-0.0070381,-0.0490762,999,,,,"sa3011200"
"Mike Morin",,0.0451,0.0529,0,4.84929,1,0,0,0,1,4.405,1.0407,0.5745,0.53881,0.155,0.4007,,0.0465,0.788,7.092,3.6063,1.96656,1.395,0.178888,0.0909648,0.08792281150817871,0.262949,1.4414,0.293784,0.70802,0.376998,,4.94708,-0.00704372,-0.0476438,999,,,,"13442"
"Griffin McLarty",,0.047,0.0609,0.0266,4.86936,0.6504,0.0744,0,0,1,4.437,1.0167,0.5782,0.54104,0.147667,0.461,,0.0485,0.8341,7.5069,4.149,1.80933,1.329,0.187987,0.103899,0.08408835530281067,0.258867,1.4777,0.295014,0.707729,0.395998,,4.94645,-0.00704673,-0.0476533,999,,,,"sa1115734"
"Kodi Whitley",,0.0453,0.0526,0,4.80798,1,0,0,0,1,4.392,1.0225,0.5691,0.53422,0.158,0.4043,,0.04,0.8029,7.2261,3.6387,1.9859,1.422,0.18281,0.0920537,0.09075591713190079,0.259012,1.4268,0.28944,0.71143,0.363996,,4.94758,-0.00704937,-0.0476438,999,,,,"19731"
"Malvin Pena",,0.0452,0.0527,0,4.7979,1,0,0,0,1,4.413,1.0276,0.57,0.5331,0.148778,0.4272,,0.0456,0.7856,7.0704,3.8448,1.83895,1.339,0.178019,0.0968049,0.08121459186077118,0.260799,1.4548,0.292373,0.709821,0.393983,,4.94779,-0.00705175,-0.0476438,999,,,,"sa830644"
"Tyler Eckberg","MIA",0.0425,0.0554,0,4.9077,1,0,0,0,1,4.384,1.075,0.5809,0.5453,0.158889,0.3432,,0.0438,0.7256,6.5304,3.0888,2.11422,1.43,0.165511,0.0782847,0.08722627907991409,0.268952,1.4182,0.294332,0.700227,0.374171,,4.94184,-0.00706282,-0.044807,999,,,,"sa3017365"
"Noé Ramirez",,0.0451,0.0528,0,4.85343,1,0,0,0,1,4.405,1.0123,0.5737,0.53927,0.156333,0.423,,0.0486,0.8321,7.4889,3.807,1.96714,1.407,0.188899,0.0960272,0.09287172555923462,0.25736,1.4353,0.290654,0.7083,0.358005,,4.94941,-0.00707008,-0.0476438,999,,,,"12800"
"Mason Fox",,0.0453,0.0527,0,4.78908,1,0,0,0,1,4.442,1.0042,0.5695,0.53212,0.143,0.4896,,0.0394,0.8312,7.4808,4.4064,1.69771,1.287,0.187123,0.110221,0.07690230011940002,0.256632,1.4938,0.293045,0.714518,0.398008,,4.95008,-0.00707761,-0.0476438,999,,,,"sa3007460"
"Mitchell Tyranski","CHC",0.0471,0.0508,0,4.49604,1,0,0,0,1,4.401,0.9753,0.5363,0.49956,0.138889,0.4742,,0.0416,0.8371,7.5339,4.2678,1.76529,1.25,0.190207,0.107748,0.08245854079723358,0.25103,1.4495,0.287504,0.727617,0.390394,,4.84524,-0.00707948,-0.0496548,999,,,,"sa3011235"
"Walker Brockhouse","HOU",0.0472,0.0566,0.0156,4.81005,0.7922,0.0442,0,0,1,4.469,1.029,0.5764,0.53445,0.127333,0.5096,,0.0506,0.789,7.101,4.5864,1.54827,1.146,0.17655,0.11403,0.06251958757638931,0.263252,1.5386,0.301312,0.707327,0.470738,,4.92441,-0.00708066,-0.0496466,999,,,,"sa3017105"
"Yoan Aybar",,0.0457,0.0522,0,4.6944,1,0,0,0,1,4.48,0.9816,0.5592,0.5216,0.134889,0.5457,,0.0464,0.8714,7.8426,4.9113,1.59685,1.214,0.194509,0.121808,0.07270088791847229,0.252476,1.5273,0.293833,0.723296,0.396002,,4.95354,-0.00711666,-0.0476438,999,,,,"sa829086"
"Jacques Pucheu",,0.0489,0.0626,0.0383,4.79511,0.5259,0.1009,0,0,1,4.404,1.0344,0.5687,0.53279,0.155333,0.4063,,0.0434,0.7902,7.1118,3.6567,1.94487,1.398,0.179428,0.092257,0.08717075735330582,0.261589,1.4407,0.292168,0.712865,0.372979,,4.95451,-0.00712771,-0.0476438,999,,,,"sa3010631"
"Caleb Smith",,0.0464,0.0519,0.0008,4.62807,0.9885,0.0025,0,0,1,4.376,0.9627,0.5456,0.51423,0.166111,0.4306,,0.0419,0.8942,8.0478,3.8754,2.07664,1.495,0.204342,0.0984004,0.10594151169061661,0.246625,1.3933,0.280174,0.730307,0.306002,,4.95502,-0.00713348,-0.0476438,999,,,,"14875"
"Mike Mayers",,0.0466,0.06,0.0223,4.86405,0.6974,0.0644,0,0,1,4.388,1.0505,0.5766,0.54045,0.161111,0.3668,,0.0477,0.7747,6.9723,3.3012,2.11205,1.45,0.17655,0.0835916,0.09295805543661118,0.264376,1.4173,0.292785,0.705436,0.384005,,4.95502,-0.00713348,-0.0476438,999,,,,"15451"
"Jose Montilla",,0.0472,0.0618,0.0297,4.87791,0.6133,0.0823,0,0,1,4.381,1.0878,0.5805,0.54199,0.154889,0.3404,,0.0424,0.6866,6.1794,3.0636,2.01704,1.394,0.156722,0.0776992,0.07902306318283081,0.272072,1.4282,0.295533,0.699795,0.414995,,4.95524,-0.00713586,-0.0476438,999,,,,"sa3003102"
"Jason Bilous",,0.046,0.0571,0.013,4.80384,0.8211,0.0381,0,0,1,4.482,0.9878,0.5726,0.53376,0.134333,0.5453,,0.0484,0.8697,7.8273,4.9077,1.5949,1.209,0.194043,0.121664,0.07237840443849564,0.254044,1.5331,0.295904,0.714109,0.417991,,4.95451,-0.00713787,-0.0476533,999,,,,"sa875998"
"Zane Mills","STL",0.0464,0.0566,0.0135,4.73085,0.8227,0.0377,0,0,1,4.383,1.101,0.5664,0.52565,0.139111,0.3401,,0.0448,0.6256,5.6304,3.0609,1.83946,1.252,0.142733,0.0775953,0.06513803452253342,0.275381,1.4411,0.297486,0.701812,0.448267,,4.87842,-0.00714189,-0.0485637,999,,,,"sa3017535"
"Jack Little","LAD",0.0477,0.0503,0,4.87521,1,0,0,0,1,4.373,0.9994,0.5738,0.54169,0.179222,0.397,,0.0445,0.8752,7.8768,3.573,2.20453,1.613,0.200137,0.0907844,0.10935284197330475,0.254203,1.3964,0.285073,0.718121,0.330721,,5.07047,-0.00714402,-0.048589,999,,,,"sa1115817"
"Travis Bergen",,0.0462,0.0539,0.0062,4.71339,0.9225,0.0165,0,0,1,4.462,0.98,0.5599,0.52371,0.141778,0.5184,,0.0476,0.876,7.884,4.6656,1.68981,1.276,0.196325,0.116181,0.08014343678951263,0.25154,1.4984,0.291229,0.721972,0.374992,,4.95559,-0.00715005,-0.0476533,999,,,,"18581"
"Dereck Rodríguez",,0.0451,0.0528,0,4.85343,1,0,0,0,1,4.365,1.0488,0.5735,0.53927,0.165778,0.3526,,0.0398,0.771,6.939,3.1734,2.18661,1.492,0.176632,0.0807789,0.09585338830947876,0.264008,1.4014,0.290868,0.708024,0.358998,,4.95679,-0.00715343,-0.0476438,999,,,,"14509"
"Michael Boyle",,0.0452,0.0527,0,4.75956,1,0,0,0,1,4.442,1.0239,0.5653,0.52884,0.143111,0.4602,,0.0417,0.7976,7.1784,4.1418,1.73316,1.288,0.179559,0.103602,0.07595676928758621,0.259867,1.4841,0.293656,0.715719,0.381542,,4.93742,-0.00716776,-0.0491612,999,,,,"sa857604"
"Ethan Routzahn","SDP",0.046,0.0519,0,4.78449,1,0,0,0,1,4.409,1.0663,0.5719,0.53161,0.141889,0.3996,,0.0563,0.6885,6.1965,3.5964,1.72297,1.277,0.156158,0.0906328,0.06552506983280182,0.269738,1.4659,0.296028,0.705462,0.447292,,5.00174,-0.00716801,-0.0501554,999,,,,"sa3017206"
"Bernardo Flores Jr.",,0.0459,0.0521,0,4.63653,1,0,0,0,1,4.454,1.0376,0.5549,0.51517,0.127778,0.4779,,0.0421,0.7532,6.7788,4.3011,1.57606,1.15,0.169106,0.107297,0.061809614300727844,0.263752,1.5155,0.298007,0.718683,0.428684,,4.88119,-0.00717368,-0.0485637,999,,,,"19561"
"Jacob Lemoine",,0.0448,0.0531,0,4.87845,1,0,0,0,1,4.429,1.0642,0.5808,0.54205,0.145556,0.4216,,0.0395,0.7416,6.6744,3.7944,1.75901,1.31,0.167442,0.0951908,0.07225106656551361,0.268202,1.4858,0.298189,0.705916,0.419002,,4.9588,-0.00718632,-0.0476533,999,,,,"19785"
"Joe Barlow",,0.0449,0.053,0,4.88916,1,0,0,0,1,4.398,1.0378,0.5775,0.54324,0.160667,0.3926,,0.041,0.7981,7.1829,3.5334,2.03286,1.446,0.181469,0.0892679,0.09220100194215775,0.26178,1.4304,0.29183,0.707527,0.354006,,4.95975,-0.00718683,-0.0476438,999,,,,"22296"
"Dahian Santos","TOR",0.0475,0.0592,0.0239,4.69206,0.6908,0.0658,0,0,1,4.43,0.9413,0.5561,0.52134,0.149556,0.4953,,0.0595,0.9379,8.4411,4.4577,1.8936,1.346,0.211716,0.111806,0.099909707903862,0.242904,1.4366,0.284009,0.717474,0.355515,,4.8993,-0.00721723,-0.0503699,999,,,,"sa3015282"
"Ben Onyshko",,0.0456,0.0523,0,4.69773,1,0,0,0,1,4.47,1.043,0.562,0.52197,0.129556,0.4367,,0.0915,0.7363,6.6267,3.9303,1.68605,1.166,0.16472,0.0976958,0.0670246034860611,0.2646,1.4797,0.296964,0.706835,0.440004,,4.9627,-0.00722021,-0.0476438,999,,,,"sa3008096"
"Eduarniel Nunez","SDP",0.0464,0.0515,0,4.6962,1,0,0,0,1,4.482,0.9787,0.5625,0.5218,0.126333,0.5708,,0.0551,0.8389,7.5501,5.1372,1.46969,1.137,0.187171,0.127354,0.05981706082820892,0.253806,1.5495,0.294848,0.719056,0.451697,,5.00871,-0.00723719,-0.050146,999,,,,"sa3005284"
"Zac Kristofak",,0.0454,0.0526,0,4.76604,1,0,0,0,1,4.378,1.0645,0.567,0.52956,0.149667,0.3587,,0.0439,0.7275,6.5475,3.2283,2.02816,1.347,0.166172,0.0819324,0.08423937857151031,0.267772,1.4232,0.295276,0.705466,0.406992,,4.86495,-0.00724557,-0.0476438,999,,,,"27585"
"Hansen Butler",,0.0448,0.0531,0,4.87827,1,0,0,0,1,4.464,1.0219,0.5799,0.54203,0.141667,0.4917,,0.0449,0.8263,7.4367,4.4253,1.6805,1.275,0.185103,0.110148,0.07495520263910294,0.260198,1.5136,0.297433,0.709894,0.404995,,4.96535,-0.00725009,-0.0476438,999,,,,"sa3011363"
"Ryan Hartman",,0.0461,0.0518,0,4.80402,1,0,0,0,1,4.394,1.0622,0.5706,0.53378,0.153556,0.3793,,0.042,0.7436,6.6924,3.4137,1.96045,1.382,0.169231,0.0863223,0.0829085186123848,0.267375,1.4415,0.295442,0.710056,0.393844,,4.9394,-0.00725152,-0.0496466,999,,,,"19480"
"Matt Turner","COL",0.0417,0.0562,0,5.36013,1,0,0,0,1,4.566,1.1322,0.6381,0.59557,0.139333,0.5171,,0.0509,0.707,6.363,4.6539,1.36724,1.254,0.15484,0.11325,0.041590020060539246,0.283192,1.6493,0.315029,0.695349,0.46431,,5.26781,-0.00726547,-0.0353354,999,,,,"sa3005029"
"Louis Head",,0.0451,0.0528,0,4.8519,1,0,0,0,1,4.444,0.9898,0.5736,0.5391,0.150222,0.4771,,0.0556,0.8753,7.8777,4.2939,1.83463,1.352,0.196962,0.107358,0.0896039605140686,0.253062,1.4669,0.290936,0.710893,0.353999,,4.96687,-0.00726728,-0.0476438,999,,,,"13259"
"Jordan Gore",,0.0449,0.053,0,4.83867,1,0,0,0,1,4.478,1.0339,0.5779,0.53763,0.132333,0.4998,,0.0499,0.784,7.056,4.4982,1.56863,1.191,0.175078,0.111612,0.06346583366394043,0.263193,1.5337,0.299328,0.708823,0.439995,,4.96791,-0.00727908,-0.0476438,999,,,,"sa3004127"
"Jarod Bayless",,0.0451,0.0528,0,4.83768,1,0,0,0,1,4.409,1.0328,0.5732,0.53752,0.153667,0.3725,,0.0846,0.7837,7.0533,3.3525,2.10389,1.383,0.17775,0.0844863,0.09326376765966415,0.261343,1.4053,0.291632,0.699146,0.382002,,4.96805,-0.00728058,-0.0476438,999,,,,"sa3010236"
"Phillip Diehl",,0.0454,0.0525,0,4.77909,1,0,0,0,1,4.421,1.0237,0.5663,0.53101,0.153556,0.4337,,0.0415,0.8101,7.2909,3.9033,1.86788,1.382,0.183239,0.0981,0.08513911068439484,0.25944,1.4574,0.291785,0.717228,0.36437,,4.9681,-0.00728121,-0.0476438,999,,,,"20030"
"Cayne Ueckert","CHC",0.0462,0.0518,0,4.67244,1,0,0,0,1,4.456,0.9825,0.5581,0.51916,0.130222,0.523,,0.0548,0.8642,7.7778,4.707,1.65239,1.172,0.193941,0.11737,0.07657091319561005,0.253339,1.5055,0.295542,0.715998,0.426676,,4.86437,-0.00730055,-0.0496548,999,,,,"sa3010789"
"Austin Pruitt","ATH",0.0452,0.0528,0,4.55742,1,0,0,0,1,4.331,1.0552,0.5428,0.50638,0.149333,0.3004,,0.0431,0.695,6.255,2.7036,2.31358,1.344,0.160471,0.0693604,0.09111059457063675,0.264627,1.3556,0.288202,0.70892,0.388785,,4.74831,-0.00731446,-0.0515983,999,,,,"15290"
"Corey Oswalt",,0.0468,0.0602,0.0245,4.90761,0.6809,0.0679,0,0,1,4.378,1.0801,0.5814,0.54529,0.163778,0.3305,,0.044,0.7236,6.5124,2.9745,2.18941,1.474,0.165281,0.0754911,0.08978985249996185,0.269789,1.4106,0.294059,0.701932,0.382001,,4.97189,-0.00732401,-0.0476438,999,,,,"13677"
"David McKay",,0.0447,0.0532,0,4.91337,1,0,0,0,1,4.427,1.049,0.5826,0.54593,0.152444,0.4225,,0.0408,0.7826,7.0434,3.8025,1.85231,1.372,0.176779,0.0954371,0.08134175837039948,0.264652,1.4715,0.296024,0.706554,0.389005,,4.97296,-0.00733605,-0.0476438,999,,,,"19814"
"Holden Powell","WSN",0.0436,0.0543,0,4.8267,1,0,0,0,1,4.476,0.9941,0.5752,0.5363,0.135556,0.5408,,0.0509,0.8194,7.3746,4.8672,1.51516,1.22,0.183065,0.120822,0.06224308907985687,0.255928,1.5349,0.293084,0.713467,0.417993,,5.065,-0.00734447,-0.0469379,999,,,,"sa3014854"
"Fred Villarreal",,0.0451,0.0528,0,4.43934,1,0,0,0,1,4.38,1.0098,0.5327,0.49326,0.133333,0.4055,,0.0526,0.7686,6.9174,3.6495,1.89544,1.2,0.175479,0.0925799,0.0828995332121849,0.257477,1.4153,0.290224,0.718359,0.439952,,4.73691,-0.00734579,-0.055289,999,,,,"sa3011477"
"Gunner Mayer","PHI",0.046,0.052,0,4.86585,1,0,0,0,1,4.482,0.9704,0.5788,0.54065,0.143444,0.5693,,0.0492,0.8631,7.7679,5.1237,1.51607,1.291,0.19257,0.127019,0.06555108726024628,0.251171,1.5397,0.289453,0.717691,0.4056,,5.16056,-0.00734813,-0.0460026,999,,,,"sa3011199"
"JD Hammer",,0.0448,0.0531,0,4.86594,1,0,0,0,1,4.433,1.0708,0.5803,0.54066,0.142,0.4213,,0.0413,0.7133,6.4197,3.7917,1.69309,1.278,0.160907,0.0950372,0.06586962193250656,0.269696,1.4921,0.298161,0.705018,0.431014,,4.97368,-0.00735437,-0.0476533,999,,,,"19548"
"Christian Suarez","LAD",0.0479,0.0501,0,4.75803,1,0,0,0,1,4.486,1.0155,0.5688,0.52867,0.137778,0.5349,,0.046,0.8048,7.2432,4.8141,1.50458,1.24,0.179403,0.119238,0.06016494333744049,0.260045,1.5504,0.296275,0.723088,0.43741,,5.09069,-0.00735889,-0.0485795,999,,,,"sa3009222"
"Michael Brewer",,0.0451,0.0528,0,4.8276,1,0,0,0,1,4.444,1.012,0.5737,0.5364,0.144778,0.4797,,0.0429,0.8205,7.3845,4.3173,1.71044,1.303,0.184631,0.107943,0.07668767869472504,0.258071,1.4917,0.293365,0.712174,0.396001,,4.97539,-0.00736353,-0.0476438,999,,,,"sa3015149"
"Odalvi Javier",,0.0435,0.0544,0,4.8546,1,0,0,0,1,4.446,1.013,0.577,0.5394,0.144444,0.4695,,0.0642,0.7892,7.1028,4.2255,1.68094,1.3,0.177508,0.105601,0.07190734148025513,0.258927,1.4825,0.291593,0.707268,0.402593,,5.06696,-0.00736645,-0.0469379,999,,,,"sa877574"
"Luis Reyes",,0.0456,0.0556,0.0084,4.78368,0.8854,0.0244,0,0,1,4.465,1.061,0.5741,0.53152,0.126556,0.4622,,0.0567,0.6968,6.2712,4.1598,1.50757,1.139,0.156058,0.103516,0.05254199355840683,0.268873,1.5232,0.299238,0.705115,0.474989,,4.9748,-0.00736705,-0.0476533,999,,,,"sa737048"
"Frankie Scalzo Jr.","CHC",0.046,0.0519,0,4.70511,1,0,0,0,1,4.405,1.0302,0.5614,0.52279,0.140444,0.4281,,0.0452,0.771,6.939,3.8529,1.80098,1.264,0.175028,0.097185,0.07784336060285568,0.262024,1.4583,0.294596,0.710879,0.421093,,4.87016,-0.00736742,-0.0496548,999,,,,"sa3017724"
"Oliver Garcia",,0.0449,0.053,0,4.87323,1,0,0,0,1,4.458,1.0013,0.5777,0.54147,0.146556,0.4908,,0.0525,0.8623,7.7607,4.4172,1.75693,1.319,0.193428,0.110094,0.0833333283662796,0.255779,1.4921,0.294147,0.710532,0.380995,,4.977,-0.00738173,-0.0476438,999,,,,"sa917415"
"Jorge Benitez",,0.0461,0.0518,0,4.58658,1,0,0,0,1,4.519,0.9663,0.5504,0.50962,0.118778,0.5982,,0.0643,0.8609,7.7481,5.3838,1.43915,1.069,0.190507,0.132374,0.058132320642471313,0.250564,1.5645,0.294604,0.725284,0.443998,,4.97629,-0.00738386,-0.0476533,999,,,,"sa3004462"
"Chris Wright","SFG",0.0468,0.0536,0.007,4.45806,0.9118,0.0188,0,0,1,4.44,0.9406,0.531,0.49534,0.130667,0.5177,,0.0457,0.9546,8.5914,4.6593,1.84392,1.176,0.215,0.116599,0.09840089082717896,0.242635,1.4583,0.29016,0.727085,0.372249,,4.64615,-0.00738737,-0.0505732,999,,,,"sa3011531"
"Blake Goldsberry",,0.0459,0.0568,0.0122,4.85199,0.8318,0.0358,0,0,1,4.403,1.0212,0.5746,0.53911,0.157444,0.4178,,0.0436,0.8093,7.2837,3.7602,1.93705,1.417,0.183807,0.0948898,0.08891665935516357,0.259083,1.439,0.290352,0.709352,0.370012,,4.97886,-0.00740268,-0.0476438,999,,,,"sa3014978"
"Dominic Pipkin",,0.045,0.0529,0,4.8312,1,0,0,0,1,4.462,1.0181,0.5754,0.5368,0.138778,0.486,,0.0556,0.8079,7.2711,4.374,1.66235,1.249,0.181062,0.10892,0.07214254140853882,0.259693,1.5041,0.295698,0.709034,0.415982,,4.97959,-0.00741097,-0.0476438,999,,,,"sa3007896"
"Demarcus Evans",,0.045,0.0529,0,4.87827,1,0,0,0,1,4.437,0.9851,0.5756,0.54203,0.157,0.4823,,0.0411,0.8985,8.0865,4.3407,1.86295,1.413,0.202502,0.1087,0.09380211681127548,0.251712,1.4674,0.289738,0.714812,0.338992,,4.98068,-0.00742326,-0.0476438,999,,,,"21087"
"Evan Lee",,0.0479,0.0599,0.0281,4.73607,0.6512,0.0742,0,0,1,4.498,0.9899,0.5658,0.52623,0.13,0.5611,,0.0508,0.856,7.704,5.0499,1.52557,1.17,0.190307,0.124744,0.06556247174739838,0.254728,1.551,0.296507,0.719649,0.423018,,4.98018,-0.00742777,-0.0476533,999,,,,"24988"
"R.J. Alvarez",,0.045,0.0529,0,4.83183,1,0,0,0,1,4.446,1.0271,0.5753,0.53687,0.142333,0.461,,0.0535,0.789,7.101,4.149,1.7115,1.281,0.177463,0.103689,0.07377417385578156,0.261249,1.4881,0.294906,0.708237,0.415004,,4.98231,-0.0074417,-0.0476438,999,,,,"13401"
"Nico Zeglin","CHC",0.0491,0.0603,0.0331,4.71645,0.5976,0.0856,0,0,1,4.432,1.029,0.5652,0.52405,0.131333,0.4649,,0.0492,0.769,6.921,4.1841,1.65412,1.182,0.173511,0.104896,0.06861461699008942,0.262641,1.4939,0.29748,0.708913,0.455173,,4.87811,-0.00745931,-0.0496548,999,,,,"sa3023549"
"Gabriel Jackson","BOS",0.0447,0.0596,0.0151,5.12541,0.7782,0.0472,0,0,1,4.491,1.1375,0.614,0.56949,0.126778,0.4397,,0.0521,0.6009,5.4081,3.9573,1.36661,1.141,0.133801,0.0979069,0.0358939990401268,0.284432,1.5772,0.308946,0.688142,0.499733,,5.08819,-0.00747644,-0.042525,999,,,,"sa3009463"
"Zack Leban",,0.0455,0.056,0.0087,4.87719,0.878,0.026,0,0,1,4.461,1.0039,0.5789,0.54191,0.144889,0.4899,,0.0572,0.8522,7.6698,4.4091,1.73954,1.304,0.191033,0.109818,0.08121496438980103,0.256496,1.4938,0.294504,0.7087,0.392017,,4.98694,-0.00750406,-0.0476533,999,,,,"sa3007967"
"Luis Madrazo","SDP",0.0459,0.052,0,4.82571,1,0,0,0,1,4.456,0.9985,0.5742,0.53619,0.141667,0.5145,,0.0519,0.838,7.542,4.6305,1.62877,1.275,0.188061,0.115462,0.07259874045848846,0.25671,1.513,0.294451,0.714097,0.412574,,5.03135,-0.00750466,-0.0501554,999,,,,"sa3019134"
"Johnathan Lavallee","TOR",0.0454,0.0526,0,4.69863,1,0,0,0,1,4.476,0.9747,0.561,0.52207,0.132667,0.5467,,0.0433,0.8682,7.8138,4.9203,1.58807,1.194,0.193968,0.12214,0.07182752341032028,0.250823,1.5214,0.291853,0.719042,0.415632,,4.92475,-0.00751475,-0.0503795,999,,,,"sa3017993"
"Gabriel Sosa","SEA",0.0451,0.0529,0,4.46139,1,0,0,0,1,4.419,0.9723,0.5343,0.49571,0.130444,0.4668,,0.0661,0.8546,7.6914,4.2012,1.83076,1.174,0.193392,0.105635,0.0877574160695076,0.250199,1.4391,0.290189,0.720108,0.427963,,4.75176,-0.00751953,-0.055289,999,,,,"sa3011682"
"Luis Oviedo",,0.0452,0.0536,0.002,4.81392,0.972,0.006,0,0,1,4.479,1.0054,0.5745,0.53488,0.132333,0.5117,,0.0659,0.815,7.335,4.6053,1.59273,1.191,0.18196,0.114244,0.06771600991487503,0.257702,1.5171,0.295547,0.707746,0.431981,,4.98961,-0.00752413,-0.0476438,999,,,,"21728"
"Scott McGough",,1.6896,1.7387,0,4.19576,35,0,0,0,35,151.45,33.3123,17.6044,16.3168,4.49167,14.9635,,1.3173,33.2132,8.54054,3.84776,2.21961,1.155,0.219301,0.0988016,0.12049982696771622,0.246449,1.37931,0.295704,0.730489,0.428,,4.33241,-0.00752422,0.0194117,999,,,,"12056"
"Zach Hart",,0.0459,0.0577,0.0145,4.87035,0.8038,0.0418,0,0,1,4.442,1.0267,0.579,0.54115,0.146222,0.4593,,0.0474,0.7992,7.1928,4.1337,1.74004,1.316,0.179919,0.103399,0.07651958614587784,0.260895,1.486,0.294486,0.707881,0.404,,4.98907,-0.00752815,-0.0476533,999,,,,"sa3009997"
"Vin Timpanelli",,0.0449,0.053,0,4.85109,1,0,0,0,1,4.492,1.0064,0.5781,0.53901,0.134,0.532,,0.0548,0.839,7.551,4.788,1.57707,1.206,0.186776,0.118433,0.06834372133016586,0.257708,1.5384,0.297524,0.710912,0.42199,,4.99088,-0.00753843,-0.0476438,999,,,,"sa3014814"
"Devin Smeltzer",,0.0462,0.0559,0.0109,4.78017,0.8524,0.0314,0,0,1,4.38,1.0646,0.5662,0.53113,0.162778,0.3357,,0.052,0.7272,6.5448,3.0213,2.16622,1.465,0.166027,0.0766438,0.0893835499882698,0.266663,1.4003,0.290693,0.71144,0.363997,,4.99129,-0.00754308,-0.0476438,999,,,,"19487"
"Trayson Kubo",,0.0448,0.0531,0,4.88502,1,0,0,0,1,4.476,1.0111,0.5807,0.54278,0.140444,0.5186,,0.0425,0.8419,7.5771,4.6674,1.62341,1.264,0.188092,0.115862,0.07222967594861984,0.25827,1.5297,0.296893,0.711886,0.40399,,4.99176,-0.00754835,-0.0476438,999,,,,"sa3010314"
"Brandon Workman",,0.0446,0.0533,0,4.91103,1,0,0,0,1,4.476,1.0616,0.5857,0.54567,0.138889,0.4721,,0.0413,0.7602,6.8418,4.2489,1.61025,1.25,0.169839,0.105474,0.06436552107334137,0.267905,1.5337,0.301194,0.707856,0.433995,,4.99184,-0.00754922,-0.0476438,999,,,,"11428"
"Jeremy Molero",,0.0453,0.0526,0,4.77225,1,0,0,0,1,4.509,0.9435,0.5677,0.53025,0.133444,0.5957,,0.063,0.9431,8.4879,5.3613,1.58318,1.201,0.209159,0.132114,0.07704590260982513,0.245046,1.5392,0.292043,0.718364,0.395,,4.99116,-0.00755173,-0.0476533,999,,,,"sa3006110"
"Mike Adams",,0.0464,0.0602,0.0224,4.91868,0.6999,0.0639,0,0,1,4.41,1.0523,0.5836,0.54652,0.155556,0.4031,,0.041,0.7641,6.8769,3.6279,1.89556,1.4,0.173265,0.0914059,0.08185940980911255,0.265337,1.4554,0.294377,0.704415,0.391999,,4.9928,-0.00756014,-0.0476438,999,,,,"sa3014875"
"Davis Sharpe","CLE",0.0446,0.0533,0,4.80969,1,0,0,0,1,4.38,1.0523,0.5702,0.53441,0.157556,0.35,,0.0496,0.7783,7.0047,3.15,2.22371,1.418,0.177694,0.0799087,0.09778538346290588,0.26437,1.4023,0.293884,0.704142,0.382192,,4.8569,-0.00756683,-0.0503463,999,,,,"sa3018112"
