Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Gleiner Diaz","SEA",0.0415,0.0564,0,5.20434,1,0,0,0,1,4.604,1.0277,0.6198,0.57826,0.142,0.6192,,0.058,0.7299,6.5691,5.5728,1.17878,1.278,0.158536,0.134492,0.024044305086135864,0.261714,1.6469,0.289928,0.709274,0.425982,,5.58428,-0.0172208,-0.0553176,999,,,,"sa3015501"
"Neraldo Catalina",,0.0415,0.0564,0,5.59674,1,0,0,0,1,4.744,1.0575,0.6672,0.62186,0.125778,0.7692,,0.0565,0.7123,6.4107,6.9228,0.926027,1.132,0.150148,0.162142,-0.01199410855770111,0.269887,1.8267,0.302485,0.702467,0.470999,,5.85409,-0.0172234,-0.0476533,999,,,,"sa1172730"
"Elijah Birdsong",,0.0401,0.0578,0,5.76045,1,0,0,0,1,4.726,1.1479,0.6866,0.64005,0.126333,0.6669,,0.055,0.5484,4.9356,6.0021,0.822312,1.137,0.116039,0.141113,-0.0250740647315979,0.286681,1.8148,0.306835,0.688795,0.483841,,5.87771,-0.0172239,-0.0446018,999,,,,"sa3020377"
"Ian Foggo",,0.0414,0.0565,0,5.64273,1,0,0,0,1,4.721,1.032,0.6691,0.62697,0.139889,0.7589,,0.0506,0.7792,7.0128,6.8301,1.02675,1.259,0.16505,0.16075,0.004299938678741455,0.263837,1.7909,0.298124,0.703298,0.420009,,5.85513,-0.017235,-0.0476533,999,,,,"sa3017611"
"Cole Duensing",,0.0413,0.0566,0,5.71248,1,0,0,0,1,4.606,1.0905,0.6727,0.63472,0.171222,0.5608,,0.0464,0.6793,6.1137,5.0472,1.21131,1.541,0.147482,0.121754,0.02572730928659439,0.272707,1.6513,0.291994,0.693261,0.364996,,5.85537,-0.0172376,-0.0476533,999,,,,"sa918090"
"Thomas Girard",,0.0412,0.0567,0,5.69223,1,0,0,0,1,4.682,1.0857,0.6749,0.63247,0.146444,0.669,,0.0456,0.679,6.111,6.021,1.01495,1.318,0.145023,0.142888,0.00213584303855896,0.273655,1.7547,0.29894,0.69679,0.427006,,5.85606,-0.0172452,-0.0476533,999,,,,"sa3015011"
"Jean Correa",,0.0411,0.0568,0,5.71509,1,0,0,0,1,4.664,1.1061,0.6772,0.63501,0.150667,0.6199,,0.0531,0.6431,5.7879,5.5791,1.03743,1.356,0.137886,0.132912,0.004974275827407837,0.277149,1.726,0.298831,0.692247,0.424993,,5.85795,-0.0172662,-0.0476533,999,,,,"sa3008477"
"Everhett Hazelwood","CHW",0.0377,0.0601,0,5.85288,1,0,0,0,1,4.679,1.0998,0.6915,0.65032,0.166778,0.6414,,0.0529,0.6472,5.8248,5.7726,1.00904,1.501,0.13832,0.137081,0.001239582896232605,0.276006,1.7412,0.294262,0.696221,0.40881,,6.12309,-0.0172687,-0.047439,999,,,,"sa3017197"
"Sam Jacobsak",,0.0411,0.0681,0.0226,5.76765,0.6133,0.0823,0,0,1,4.613,1.1115,0.6807,0.64085,0.168333,0.5478,,0.0532,0.6494,5.8446,4.9302,1.18547,1.515,0.140776,0.118751,0.022024713456630707,0.277044,1.6593,0.295269,0.687396,0.391998,,5.85901,-0.0172781,-0.0476533,999,,,,"sa3015359"
"Anthony Arguelles","WSN",0.0397,0.0581,0,5.70681,1,0,0,0,1,4.684,1.0664,0.6762,0.63409,0.147556,0.6974,,0.0477,0.6805,6.1245,6.2766,0.975767,1.328,0.145282,0.14889,-0.003608018159866333,0.270736,1.7638,0.295368,0.698423,0.420581,,5.959,-0.0172837,-0.0469094,999,,,,"sa3023266"
"Johnny Ray",,0.0414,0.0565,0,5.65821,1,0,0,0,1,4.706,1.026,0.6693,0.62869,0.147111,0.7413,,0.0487,0.7946,7.1514,6.6717,1.0719,1.324,0.168848,0.157522,0.01132597029209137,0.262002,1.7673,0.295495,0.70324,0.396984,,5.85972,-0.017286,-0.0476533,999,,,,"sa3017273"
"Cam Tullar",,0.0418,0.0602,0.0086,5.57001,0.8582,0.0302,0,0,1,4.668,1.086,0.6605,0.61889,0.147222,0.643,,0.0512,0.6511,5.8599,5.787,1.0126,1.325,0.139482,0.137746,0.0017352104187011719,0.27329,1.729,0.295634,0.701627,0.412003,,5.86077,-0.0172976,-0.0476533,999,,,,"sa3022415"
"Anthony Tomczak","SEA",0.0414,0.0565,0,5.22657,1,0,0,0,1,4.598,1.0513,0.623,0.58073,0.141889,0.5927,,0.057,0.6844,6.1596,5.3343,1.15472,1.277,0.148847,0.128904,0.019943460822105408,0.266266,1.644,0.29129,0.706401,0.436391,,5.59134,-0.0173021,-0.0553176,999,,,,"sa3011763"
"Rafael Ohashi",,0.0412,0.0612,0.0084,5.67405,0.8475,0.0325,0,0,1,4.628,1.097,0.6714,0.63045,0.159,0.5813,,0.056,0.6414,5.7726,5.2317,1.10339,1.431,0.138591,0.125605,0.012986168265342712,0.274889,1.6783,0.294016,0.691695,0.407985,,5.86258,-0.0173178,-0.0476533,999,,,,"sa3015040"
"Josh Wolf","SFG",0.0419,0.0586,0.0058,5.33025,0.9093,0.0193,0,0,1,4.682,1.0647,0.6378,0.59225,0.118444,0.6809,,0.0521,0.7066,6.3594,6.1281,1.03774,1.066,0.150918,0.145429,0.0054891109466552734,0.269613,1.7456,0.302903,0.701238,0.48279,,5.49206,-0.0173288,-0.0506487,999,,,,"sa3011638"
"Allan Hernandez","CLE",0.041,0.0569,0,5.60673,1,0,0,0,1,4.655,1.0657,0.6637,0.62297,0.151778,0.643,,0.0456,0.7448,6.7032,5.787,1.15832,1.366,0.16,0.138131,0.02186894416809082,0.268682,1.7087,0.297712,0.698431,0.406915,,5.71579,-0.0173634,-0.0503943,999,,,,"sa3011399"
"Franklin Sanchez","MIA",0.0388,0.0591,0,5.7204,1,0,0,0,1,4.751,1.0644,0.6797,0.6356,0.130333,0.7573,,0.0613,0.7239,6.5151,6.8157,0.955896,1.173,0.152368,0.159398,-0.007030099630355835,0.270674,1.8217,0.303449,0.696667,0.450717,,5.86881,-0.0174642,-0.0448165,999,,,,"sa3015157"
"Jaydenn Estanista","PHI",0.042,0.0559,0,5.79879,1,0,0,0,1,4.682,1.039,0.6841,0.64431,0.164111,0.7066,,0.0504,0.7421,6.6789,6.3594,1.05024,1.477,0.158501,0.150918,0.007582232356071472,0.264713,1.7456,0.289815,0.70027,0.385186,,6.08672,-0.0174678,-0.045974,999,,,,"sa3016230"
"Stefan Raeth","SEA",0.0412,0.0567,0,5.27391,1,0,0,0,1,4.593,1.069,0.6283,0.58599,0.144222,0.5771,,0.0515,0.6607,5.9463,5.1939,1.14486,1.298,0.143849,0.125648,0.018201619386672974,0.26965,1.6461,0.2927,0.704755,0.436949,,5.60577,-0.0174685,-0.0553176,999,,,,"sa3020487"
"Diego Castillo","MIN",1.5031,1.6311,0,4.42306,32,0,0,0,32,140.536,31.4489,16.9832,15.7264,3.90044,14.9342,,1.6318,27.6697,7.7821,4.20024,1.85277,1.097,0.196887,0.106266,0.09062091261148453,0.253682,1.44947,0.298144,0.718429,0.45,,4.57474,-0.0174728,-0.0381928,999,,,,"17496"
"R.J. Freure",,0.0412,0.0567,0,5.72319,1,0,0,0,1,4.664,1.0666,0.6756,0.63591,0.158444,0.6535,,0.0463,0.7228,6.5052,5.8815,1.10604,1.426,0.154974,0.140116,0.014858484268188477,0.269058,1.7201,0.294573,0.697134,0.385996,,5.88006,-0.0175122,-0.0476533,999,,,,"sa3008159"
"Adam Smith","BOS",0.0405,0.0574,0,6.01209,1,0,0,0,1,4.655,1.1485,0.7094,0.66801,0.161889,0.5748,,0.0561,0.5851,5.2659,5.1732,1.01792,1.457,0.125693,0.12348,0.0022126734256744385,0.285405,1.7233,0.301061,0.677444,0.413687,,5.99354,-0.0175256,-0.0424959,999,,,,"sa3017147"
"Estarlin Rodriguez",,0.0412,0.0567,0,5.68593,1,0,0,0,1,4.669,1.1067,0.675,0.63177,0.146889,0.632,,0.0504,0.6208,5.5872,5.688,0.982278,1.322,0.132962,0.135361,-0.0023988038301467896,0.277605,1.7387,0.298179,0.693843,0.437992,,5.88164,-0.0175297,-0.0476533,999,,,,"sa3004871"
"Andrew Shaps",,0.0417,0.0562,0,5.57766,1,0,0,0,1,4.715,1.0664,0.6621,0.61974,0.139,0.7079,,0.059,0.6953,6.2577,6.3711,0.982201,1.251,0.147466,0.150138,-0.002672329545021057,0.270105,1.7743,0.297835,0.704058,0.420991,,5.88358,-0.0175514,-0.0476533,999,,,,"sa3008430"
"Trevor Richards",,2.4004,2.4971,0,4.29182,50,0,0,0,50,216.732,45.5104,25.4254,23.8434,7.21111,22.5767,,1.7909,52.5022,9.4504,4.06381,2.3255,1.298,0.242245,0.104169,0.1380760669708252,0.236584,1.36174,0.288722,0.735654,0.339,,4.40334,-0.0175626,0.10109,999,,,,"19309"
"Jhonatan Munoz",,0.041,0.0608,0.0075,5.75244,0.8672,0.0282,0,0,1,4.624,1.0985,0.6786,0.63916,0.166889,0.5765,,0.0487,0.663,5.967,5.1885,1.15004,1.502,0.143382,0.124676,0.01870673894882202,0.274707,1.675,0.293985,0.691294,0.383979,,5.88564,-0.0175742,-0.0476533,999,,,,"sa916947"
"Drew Irvine",,0.041,0.0568,0,5.74101,1,0,0,0,1,4.682,1.087,0.6797,0.63789,0.150556,0.6646,,0.0451,0.682,6.138,5.9814,1.02618,1.355,0.145664,0.141948,0.0037163496017456055,0.273645,1.7516,0.298255,0.695668,0.415993,,5.8888,-0.0176094,-0.0476533,999,,,,"sa3019642"
"Sergio Morillo",,0.0413,0.0566,0,5.67036,1,0,0,0,1,4.699,1.0534,0.6719,0.63004,0.145556,0.7128,,0.0494,0.728,6.552,6.4152,1.02132,1.31,0.154927,0.151692,0.0032347291707992554,0.267578,1.7662,0.296367,0.700387,0.416992,,5.8893,-0.017615,-0.0476533,999,,,,"sa3005196"
"Austin Amaral","WSN",0.0387,0.0683,0.0175,5.81922,0.6916,0.0656,0,0,1,4.646,1.1006,0.6877,0.64658,0.161667,0.6208,,0.0435,0.6359,5.7231,5.5872,1.02432,1.455,0.13687,0.13362,0.003250107169151306,0.276415,1.7214,0.294879,0.691407,0.405595,,5.98925,-0.0176284,-0.0469189,999,,,,"sa3022903"
"Tyler Ahearn",,0.0411,0.0568,0,5.71653,1,0,0,0,1,4.649,1.1126,0.6771,0.63517,0.154889,0.5992,,0.0492,0.6172,5.5548,5.3928,1.03004,1.394,0.13276,0.128888,0.0038717985153198242,0.278108,1.7118,0.296642,0.692128,0.419998,,5.89084,-0.017632,-0.0476533,999,,,,"sa3017747"
"Vince Reilly","CHC",0.0422,0.0557,0,5.53473,1,0,0,0,1,4.636,1.099,0.6586,0.61497,0.142333,0.6185,,0.0457,0.6214,5.5926,5.5665,1.00469,1.281,0.134038,0.133412,0.0006255358457565308,0.276701,1.7175,0.298207,0.697455,0.449171,,5.76661,-0.0176321,-0.0496453,999,,,,"sa3020754"
"Will Varmette","SDP",0.0422,0.0612,0.0105,5.69187,0.8128,0.0398,0,0,1,4.672,1.032,0.6726,0.63243,0.156444,0.7054,,0.0554,0.774,6.966,6.3486,1.09725,1.408,0.165668,0.150985,0.01468321681022644,0.263858,1.7374,0.293736,0.701275,0.395724,,5.93466,-0.0176426,-0.0501082,999,,,,"sa3022881"
"Adrian Quintana","SEA",0.0412,0.0567,0,5.29929,1,0,0,0,1,4.566,1.0703,0.6294,0.58881,0.154556,0.5395,,0.0499,0.661,5.949,4.8555,1.22521,1.391,0.144766,0.118156,0.02660972625017166,0.26915,1.6098,0.289697,0.703591,0.411616,,5.6219,-0.0176444,-0.0553081,999,,,,"sa3016465"
"Tyler Jay","MIL",1.3679,1.3749,0,4.04131,28,0,0,0.5826,28,120.172,27.8482,13.6486,12.573,3.46578,9.5891,,1.3072,22.9661,7.38196,3.08221,2.39502,1.114,0.19111,0.0797948,0.11131545901298523,0.254843,1.33705,0.294318,0.730046,0.451323,,4.30262,-0.0176674,0.0660365,999,,,,"17952"
"Cade Austin","NYY",0.0421,0.0598,0.008,5.74587,0.8623,0.0293,0,0,1,4.663,1.0953,0.6798,0.63843,0.168778,0.6116,,0.0496,0.6668,6.0012,5.5044,1.09026,1.519,0.142998,0.13116,0.011837884783744812,0.273702,1.7069,0.292627,0.698417,0.410695,,6.01059,-0.0176684,-0.0491147,999,,,,"sa3023372"
"Angel Cuenca","STL",0.0416,0.0563,0,5.60817,1,0,0,0,1,4.604,1.1223,0.6641,0.62313,0.156889,0.5442,,0.0449,0.5846,5.2614,4.8978,1.07424,1.412,0.126977,0.118202,0.008774973452091217,0.279534,1.6665,0.294925,0.692813,0.407657,,5.80414,-0.0176956,-0.0485637,999,,,,"sa3006414"
"Cody Adcock","CIN",0.0397,0.0582,0,6.21099,1,0,0,0,1,4.719,1.1081,0.7297,0.69011,0.188889,0.6532,,0.0566,0.747,6.723,5.8788,1.1436,1.7,0.158296,0.138419,0.01987709105014801,0.276389,1.7613,0.299095,0.689178,0.38611,,6.25744,-0.0177217,-0.0416458,999,,,,"sa3023175"
"Mason Ronan",,0.0417,0.0561,0,5.55642,1,0,0,0,1,4.733,1.0414,0.6597,0.61738,0.136667,0.7558,,0.0549,0.7381,6.6429,6.8022,0.976581,1.23,0.155948,0.159687,-0.0037396997213363647,0.265507,1.7972,0.296874,0.70834,0.418004,,5.89905,-0.0177233,-0.0476533,999,,,,"sa3020318"
"Joan Valdez",,0.0411,0.0599,0.0059,5.72868,0.8969,0.0219,0,0,1,4.685,1.0674,0.6777,0.63652,0.152111,0.679,,0.0493,0.714,6.426,6.111,1.05155,1.369,0.152401,0.144931,0.007470652461051941,0.26977,1.7464,0.296154,0.696928,0.406981,,5.90082,-0.0177331,-0.0476438,999,,,,"sa3003013"
"Quinton Martinez",,0.0415,0.0599,0.0073,5.5989,0.8771,0.0261,0,0,1,4.68,1.1034,0.665,0.6221,0.143778,0.6377,,0.0574,0.6102,5.4918,5.7393,0.956876,1.294,0.130385,0.136261,-0.005876064300537109,0.276895,1.7411,0.297012,0.698852,0.428002,,5.90049,-0.0177394,-0.0476533,999,,,,"sa3020109"
"Yeury Gervacio",,0.0416,0.0562,0,5.59593,1,0,0,0,1,4.684,1.0649,0.6623,0.62177,0.149444,0.6758,,0.0506,0.6932,6.2388,6.0822,1.02575,1.345,0.147993,0.144278,0.0037147700786590576,0.269077,1.7407,0.29389,0.704157,0.392998,,5.90206,-0.0177568,-0.0476533,999,,,,"sa3007468"
"Holt Jones","MIA",0.0387,0.0591,0,5.76486,1,0,0,0,1,4.686,1.0836,0.6817,0.64054,0.150444,0.6471,,0.0647,0.6808,6.1272,5.8239,1.05208,1.354,0.145284,0.138092,0.007191643118858337,0.272659,1.7307,0.296904,0.690096,0.406955,,5.89606,-0.0177672,-0.0448165,999,,,,"sa3017368"
"Matthew Swain",,0.0411,0.0568,0,5.7519,1,0,0,0,1,4.632,1.0916,0.6781,0.6391,0.166667,0.5906,,0.0473,0.6716,6.0444,5.3154,1.13715,1.5,0.144991,0.127504,0.017487049102783203,0.273303,1.6822,0.293087,0.693024,0.378009,,5.90365,-0.0177745,-0.0476533,999,,,,"sa1170357"
"Troy Stainbrook",,0.0418,0.0561,0,5.53131,1,0,0,0,1,4.715,1.0522,0.6572,0.61459,0.137778,0.7307,,0.0513,0.699,6.291,6.5763,0.956617,1.24,0.14825,0.154973,-0.006723225116729736,0.267531,1.7829,0.295335,0.707982,0.422002,,5.90559,-0.0177961,-0.0476533,999,,,,"sa3014806"
"Chris Mauloni",,0.0411,0.0568,0,5.73327,1,0,0,0,1,4.662,1.0851,0.6777,0.63703,0.157,0.6271,,0.0568,0.6765,6.0885,5.6439,1.07878,1.413,0.145109,0.134513,0.010596320033073425,0.272768,1.7122,0.295141,0.693179,0.401009,,5.90618,-0.0178026,-0.0476533,999,,,,"sa3014977"
"Matthew Peguero",,0.0405,0.0644,0.0135,5.83515,0.7609,0.0509,0,0,1,4.653,1.1241,0.6898,0.64835,0.160667,0.5933,,0.0451,0.6316,5.6844,5.3397,1.06455,1.446,0.13574,0.127509,0.008231252431869507,0.280003,1.7174,0.298986,0.688525,0.411008,,5.90715,-0.0178034,-0.0476438,999,,,,"sa3003164"
"Gabriel Jaramillo",,0.041,0.0568,0,5.76333,1,0,0,0,1,4.64,1.0923,0.6796,0.64037,0.165444,0.5965,,0.0497,0.6746,6.0714,5.3685,1.13093,1.489,0.145388,0.128556,0.016831904649734497,0.273499,1.6888,0.293889,0.692572,0.380996,,5.90666,-0.0178079,-0.0476533,999,,,,"sa3008559"
"Jonathan Petit",,0.0407,0.0644,0.0137,5.7546,0.7518,0.0528,0,0,1,4.645,1.1101,0.6809,0.6394,0.158889,0.5737,,0.0694,0.6259,5.6331,5.1633,1.09099,1.43,0.134747,0.123509,0.011237874627113342,0.277393,1.6838,0.295672,0.686281,0.41501,,5.90954,-0.0178399,-0.0476533,999,,,,"sa3016842"
"Devin Kirby","MIN",0.0405,0.0574,0,5.8203,1,0,0,0,1,4.735,1.0881,0.6896,0.6467,0.140222,0.7172,,0.0498,0.7015,6.3135,6.4548,0.978109,1.262,0.148152,0.151468,-0.0033157318830490112,0.274219,1.8053,0.303197,0.693417,0.43146,,5.88737,-0.0178536,-0.0491805,999,,,,"sa3022908"
"Sam Ryan",,0.0408,0.057,0,5.78403,1,0,0,0,1,4.664,1.1255,0.685,0.64267,0.153889,0.6047,,0.0492,0.6089,5.4801,5.4423,1.00695,1.385,0.130553,0.129653,0.0009005069732666016,0.280666,1.7302,0.299205,0.690012,0.425007,,5.91094,-0.0178555,-0.0476533,999,,,,"sa3010627"
"Tyler Wehrle",,0.0409,0.0638,0.0127,5.73822,0.7708,0.0488,0,0,1,4.604,1.1272,0.6784,0.63758,0.167222,0.5287,,0.0512,0.5832,5.2488,4.7583,1.10308,1.505,0.126672,0.114835,0.01183752715587616,0.280112,1.6559,0.293241,0.687514,0.404005,,5.91367,-0.0178759,-0.0476438,999,,,,"sa3019961"
"Colin Schmid",,0.0414,0.0564,0,5.6448,1,0,0,0,1,4.69,1.0818,0.6682,0.6272,0.149222,0.6705,,0.0469,0.6725,6.0525,6.0345,1.00298,1.343,0.14339,0.142964,0.0004264414310455322,0.272315,1.7523,0.295974,0.702415,0.399009,,5.91357,-0.0178848,-0.0476533,999,,,,"sa3007712"
"Delvis Alegre",,0.0409,0.057,0,5.76063,1,0,0,0,1,4.688,1.1197,0.6838,0.64007,0.145556,0.6485,,0.0442,0.6116,5.5044,5.8365,0.943099,1.31,0.130461,0.138332,-0.007871165871620178,0.280254,1.7682,0.300834,0.693163,0.443996,,5.9136,-0.0178851,-0.0476533,999,,,,"sa3006352"
"Nolan Martinez",,0.0407,0.0638,0.0133,5.79123,0.7708,0.0488,0,0,1,4.645,1.1375,0.6862,0.64347,0.157222,0.5753,,0.0475,0.582,5.238,5.1777,1.01165,1.415,0.125296,0.123854,0.0014424249529838562,0.282805,1.7128,0.298594,0.687752,0.429013,,5.91477,-0.0178981,-0.0476533,999,,,,"sa917988"
"Joan Gonzalez","SDP",0.0421,0.0558,0,5.70393,1,0,0,0,1,4.636,1.0793,0.6741,0.63377,0.162222,0.6206,,0.0541,0.6712,6.0408,5.5854,1.08153,1.46,0.14478,0.133865,0.010914593935012817,0.272461,1.6999,0.293195,0.696502,0.402272,,5.95707,-0.0179034,-0.0501177,999,,,,"sa3022860"
"Hayes Heinecke",,0.0416,0.0606,0.0091,5.63958,0.8524,0.0314,0,0,1,4.708,1.0844,0.6693,0.62662,0.142222,0.6945,,0.0487,0.6648,5.9832,6.2505,0.957235,1.28,0.141206,0.147515,-0.006308421492576599,0.273507,1.7789,0.298367,0.702372,0.422986,,5.91537,-0.0179048,-0.0476533,999,,,,"sa3017819"
"Rolando Gutierrez",,0.0415,0.064,0.0159,5.66073,0.7403,0.0553,0,0,1,4.692,1.1227,0.673,0.62897,0.141667,0.6447,,0.0491,0.5861,5.2749,5.8023,0.909105,1.275,0.124915,0.137404,-0.012489348649978638,0.280801,1.7674,0.29997,0.697485,0.442014,,5.91735,-0.0179268,-0.0476533,999,,,,"sa3018372"
"James Marinan","CIN",0.0375,0.072,0.0174,6.33852,0.6075,0.0835,0,0,1,4.679,1.1728,0.7447,0.70428,0.200556,0.5583,,0.0473,0.6562,5.9058,5.0247,1.17535,1.805,0.140244,0.11932,0.020923271775245667,0.287917,1.7311,0.302254,0.680125,0.397445,,6.2781,-0.0179278,-0.0416362,999,,,,"sa3005121"
"Adam Scoggins",,0.0415,0.0564,0,5.61744,1,0,0,0,1,4.715,1.0648,0.666,0.62416,0.142778,0.7162,,0.0489,0.6997,6.2973,6.4458,0.976962,1.285,0.148399,0.151898,-0.003499463200569153,0.269576,1.781,0.296716,0.7052,0.409998,,5.91849,-0.0179395,-0.0476533,999,,,,"sa3017845"
"Carlos Lomeli",,0.0408,0.0612,0.0079,5.77521,0.8623,0.0293,0,0,1,4.657,1.1389,0.6852,0.64169,0.152222,0.5874,,0.0511,0.571,5.139,5.2866,0.97208,1.37,0.122611,0.126133,-0.0035215914249420166,0.283414,1.7263,0.299422,0.688017,0.440009,,5.91887,-0.0179437,-0.0476533,999,,,,"sa3018108"
"Luis Torres","TOR",0.0419,0.0603,0.0092,5.50377,0.8532,0.0312,0,0,1,4.707,1.0491,0.6539,0.61153,0.140667,0.7063,,0.0558,0.7145,6.4305,6.3567,1.01161,1.266,0.151795,0.150053,0.0017420798540115356,0.265938,1.7554,0.294017,0.706784,0.416026,,5.85245,-0.017947,-0.0504179,999,,,,"sa3018320"
"Pedro González",,0.0408,0.0571,0,5.76522,1,0,0,0,1,4.675,1.17,0.6863,0.64058,0.142222,0.5837,,0.0543,0.5051,4.5459,5.2533,0.865342,1.28,0.108043,0.124856,-0.016812831163406372,0.289819,1.7537,0.303208,0.686612,0.472991,,5.91917,-0.017947,-0.0476533,999,,,,"sa3002617"
"Victor Lopez",,0.0416,0.0563,0,5.8977,1,0,0,0,1,4.653,1.0936,0.6952,0.6553,0.172667,0.6251,,0.0474,0.649,5.841,5.6259,1.03823,1.554,0.13948,0.134343,0.005136460065841675,0.274739,1.7187,0.291542,0.692974,0.388582,,6.13065,-0.0179553,-0.0459835,999,,,,"sa3009636"
"Jacob Coats",,0.0409,0.0569,0,5.78106,1,0,0,0,1,4.682,1.0744,0.6826,0.64234,0.156778,0.668,,0.0462,0.7133,6.4197,6.012,1.06781,1.411,0.152349,0.142674,0.009675353765487671,0.27078,1.7424,0.296225,0.695904,0.393,,5.92059,-0.0179628,-0.0476533,999,,,,"sa3018150"
"Michael Valera",,0.0409,0.057,0,5.75712,1,0,0,0,1,4.713,1.0926,0.6832,0.63968,0.142444,0.6963,,0.0493,0.6665,5.9985,6.2667,0.957202,1.282,0.141417,0.14774,-0.006322950124740601,0.275394,1.7889,0.300829,0.695637,0.440002,,5.92206,-0.0179791,-0.0476533,999,,,,"sa3011862"
"Deivy Cruz","BAL",0.0437,0.0542,0,5.37336,1,0,0,0,1,4.677,1.0283,0.6386,0.59704,0.142556,0.695,,0.0664,0.7441,6.6969,6.255,1.07065,1.283,0.159098,0.1486,0.010498180985450745,0.262616,1.7233,0.292427,0.711875,0.414831,,5.8157,-0.0179873,-0.0510339,999,,,,"sa3016013"
"Joseph Hernandez",,0.0411,0.0567,0,5.7294,1,0,0,0,1,4.643,1.0915,0.6764,0.6366,0.162556,0.5769,,0.0744,0.6551,5.8959,5.1921,1.13555,1.463,0.141094,0.124252,0.016842558979988098,0.273442,1.6684,0.292669,0.688496,0.392007,,5.9234,-0.017994,-0.0476533,999,,,,"sa3006385"
"Reinier Parra",,0.0408,0.057,0,5.79618,1,0,0,0,1,4.693,1.0828,0.6851,0.64402,0.153556,0.6729,,0.0483,0.7002,6.3018,6.0561,1.04057,1.382,0.149201,0.143384,0.0058171749114990234,0.272622,1.7557,0.298022,0.694869,0.405,,5.9259,-0.0180218,-0.0476533,999,,,,"sa3015401"
"Anyelo Ovando","SEA",0.0414,0.0565,0,5.2398,1,0,0,0,1,4.634,1.0078,0.6236,0.5822,0.140889,0.661,,0.0659,0.7614,6.8526,5.949,1.15189,1.268,0.164307,0.142641,0.021665945649147034,0.257941,1.6688,0.288508,0.710269,0.420979,,5.65594,-0.0180465,-0.0553176,999,,,,"sa3015996"
"Angel Anazco","TEX",0.0421,0.0586,0.006,5.66604,0.9027,0.0207,0,0,1,4.733,1.0538,0.671,0.62956,0.149333,0.7324,,0.0517,0.7324,6.5916,6.5916,1,1.344,0.154743,0.154743,0,0.266859,1.7862,0.294887,0.707106,0.401818,,5.99531,-0.0180469,-0.0488,999,,,,"sa3021494"
"Tyler Morgan","SDP",0.0419,0.0665,0.0205,5.78277,0.638,0.077,0,0,1,4.592,1.1259,0.6831,0.64253,0.173,0.5371,,0.0448,0.5955,5.3595,4.8339,1.10873,1.557,0.129682,0.116964,0.012717761099338531,0.280766,1.663,0.29396,0.689682,0.404632,,5.97018,-0.0180601,-0.0501271,999,,,,"sa3022862"
"Eric Dominguez","ARI",0.0438,0.0658,0.0243,5.6898,0.5968,0.0858,0,0,1,4.684,1.1147,0.675,0.6322,0.137222,0.6438,,0.0492,0.6449,5.8041,5.7942,1.00171,1.235,0.137681,0.137447,0.00023484230041503906,0.279303,1.7585,0.304617,0.691718,0.42644,,5.73957,-0.018073,-0.0455292,999,,,,"sa3019284"
"Abel Adames",,0.0407,0.0603,0.0059,5.82273,0.8912,0.0232,0,0,1,4.607,1.1075,0.6843,0.64697,0.179111,0.5335,,0.0525,0.6606,5.9454,4.8015,1.23824,1.612,0.14339,0.115802,0.027588441967964172,0.275429,1.641,0.291828,0.688152,0.354989,,5.93172,-0.0180865,-0.0476533,999,,,,"sa917912"
"Tanner Propst",,0.0414,0.0564,0,5.63409,1,0,0,0,1,4.706,1.083,0.6681,0.62601,0.143889,0.6811,,0.0573,0.66,5.94,6.1299,0.969021,1.295,0.140247,0.14473,-0.004483625292778015,0.272961,1.7641,0.296838,0.70137,0.414998,,5.93224,-0.0180922,-0.0476533,999,,,,"sa3015075"
"Alex Rao","PHI",0.0416,0.0563,0,5.89392,1,0,0,0,1,4.693,1.0605,0.6951,0.65488,0.165556,0.6985,,0.0512,0.7111,6.3999,6.2865,1.01804,1.49,0.151524,0.148839,0.002684846520423889,0.268937,1.759,0.291832,0.696624,0.390202,,6.1456,-0.0181078,-0.045974,999,,,,"sa3020595"
"Keegan James",,0.0406,0.0573,0,5.86836,1,0,0,0,1,4.655,1.1227,0.6921,0.65204,0.164778,0.5852,,0.0513,0.6392,5.7528,5.2668,1.09228,1.483,0.137315,0.125714,0.011600419878959656,0.279383,1.7079,0.297998,0.687647,0.392989,,5.93969,-0.018175,-0.0476533,999,,,,"sa3011232"
"Wilker Reyes","MIN",0.0411,0.0568,0,5.66973,1,0,0,0,1,4.73,1.0868,0.6728,0.62997,0.137556,0.7116,,0.0493,0.6603,5.9427,6.4044,0.927909,1.238,0.139598,0.150444,-0.010845661163330078,0.273815,1.7984,0.299329,0.700949,0.424012,,5.9168,-0.0181814,-0.0491805,999,,,,"sa3009477"
"Angel Hernandez","CHC",0.0429,0.055,0,5.34906,1,0,0,0,1,4.717,1.0331,0.639,0.59434,0.124111,0.7672,,0.0544,0.7143,6.4287,6.9048,0.931048,1.117,0.151431,0.162646,-0.01121474802494049,0.26521,1.8003,0.297348,0.713968,0.456728,,5.81612,-0.0181949,-0.0496453,999,,,,"sa3015363"
