Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Chandler Champlain","KCR",0,0,0,4.89242,8,0,0,1,,8,34,8,5,4,1,3,,0,5,5.75967,3.20783,1.7955,1.1024,0.15058,0.0838649,0.06671465188264847,0.271743,1.4023,0.299187,0.656937,,,4.68263,-0.0085502,-0.0243376,999,,,,,,,31.100000000000005,3.8875000000000006,32,4,,,,,,,,,,,,,,,,,,,"Chandler Champlain","sa3018138",669441
"Jordan Weems","ATL",1,1,0,4.29391,21,0,0,1,,21,91,19,11,10,3,10,,1,21,8.95479,4.15039,2.15758,1.16256,0.22961,0.10642,0.1231897622346878,0.238067,1.37135,0.289361,0.714192,,,4.38599,-0.00910639,-0.00590882,999,,,,,,,82.1,3.9095238095238094,79,3.761904761904762,,,,,,,,,,,,,,,,,,,"Jordan Weems","13190",607179
"Andrew Moore","CIN",2,2,0,4.54189,33,0,0,1,,33,147,28,18,17,4,23,,2,38,10.3273,6.14893,1.67952,1.10568,0.257596,0.153375,0.1042216420173645,0.225685,1.52144,0.292727,0.718998,,,4.68981,-0.00922522,-0.00311246,999,,,,,,,127.20000000000006,3.8545454545454563,118,3.5757575757575757,,,,,,,,,,,,,,,,,,,"Andrew Moore","sa3016795",681097
"Rafael Montero","HOU",2,2,0,4.16791,36,0,0,1,,36,156,32,18,17,5,16,,2,35,8.76475,4.01611,2.1824,1.16198,0.224737,0.102977,0.12175989896059036,0.234224,1.34534,0.281464,0.720885,,,4.38115,-0.00950213,-0.00813575,999,,,,,,,141.70000000000005,3.9361111111111122,135,3.75,,,,,,,,,,,,,,,,,,,"Rafael Montero","12760",606160
"Joey Krehbiel","TBR",0,0,0,4.35637,10,0,0,1,,10,42,9,5,5,1,4,,0,8,7.44591,3.75071,1.9852,1.09765,0.194987,0.0982203,0.0967666506767273,0.244916,1.3424,0.283972,0.694507,,,4.4878,-0.00971278,-0.00627162,999,,,,,,,46.300000000000004,4.630000000000001,45,4.5,,,,,,,,,,,,,,,,,,,"Joey Krehbiel","13707",607216
"Jefry Yan","COL",1,1,0,4.69434,12,0,0,1,,12,54,11,7,6,1,8,,1,13,9.71257,6.34557,1.53061,1.03266,0.239817,0.156681,0.08313585817813873,0.234498,1.58131,0.299478,0.712067,,,4.7897,-0.0099824,-0.00210933,999,,,,,,,50.90000000000001,4.241666666666668,50,4.166666666666667,,,,,,,,,,,,,,,,,,,"Jefry Yan","sa828460",642376
"Dan Altavilla","CHW",1,1,0,4.43216,26,0,0,1,,26,113,24,14,13,3,13,,1,23,7.80332,4.37065,1.78539,1.09456,0.199495,0.111737,0.08775772154331207,0.242468,1.4096,0.284317,0.703382,,,4.61978,-0.0102161,-0.0285669,999,,,,,,,101.1,3.8884615384615384,99,3.8076923076923075,,,,,,,,,,,,,,,,,,,"Dan Altavilla","16507",656186
"Deivi García","MIL",1,1,0,4.21767,23,0,0,1,,23,101,20,12,11,3,12,,1,23,8.95019,4.68692,1.90961,1.13188,0.226462,0.118591,0.10787148773670197,0.229995,1.39917,0.278858,0.72547,,,4.52879,-0.0103359,-0.00809478,999,,,,,,,92.30000000000001,4.01304347826087,87,3.782608695652174,,,,,,,,,,,,,,,,,,,"Deivi Garcia","20276",665620
"Matt Krook","ATH",0,0,0,4.02742,22,0,0,1,,22,96,19,11,10,2,12,,1,22,9.06803,4.98299,1.8198,0.914764,0.230748,0.126798,0.103949174284935,0.229054,1.41505,0.286543,0.727787,,,4.29036,-0.0111443,-0.0135093,999,,,,,,,97.80000000000001,4.445454545454546,93,4.2272727272727275,,,,,,,,,,,,,,,,,,,"Matt Krook","19315",640454
"Lyon Richardson","CIN",1,1,0,4.87694,17,0,0,1,,17,74,16,10,9,2,9,,1,14,7.53291,4.76721,1.58015,1.10779,0.192281,0.121686,0.07059591263532639,0.254279,1.48881,0.297326,0.681327,,,4.8357,-0.0117912,-0.0225748,999,,,,,,,61.600000000000016,3.6235294117647068,61,3.588235294117647,,,,,,,,,,,,,,,,,,,"Lyon Richardson","24581",680689
"Lou Trivino",,2,2,0,3.84234,42,0,0,1,,42,181,36,20,18,5,18,,2,43,9.10894,3.88164,2.34667,1.13408,0.234953,0.100122,0.13483106344938278,0.223397,1.28661,0.27106,0.738889,,,4.21747,-0.0118936,0.0289747,999,,,,,,,185.70000000000002,4.421428571428572,175,4.166666666666667,,,,,,,,,,,,,,,,,,,"Lou Trivino","15043",642152
"Dane Acker","TEX",1,1,1,4.88074,12,2,0,1,,17,76,16,10,9,3,9,,1,14,7.3015,4.43879,1.64493,1.42873,0.183419,0.111506,0.0719137117266655,0.243212,1.43667,0.26974,0.695273,,,5.23925,-0.0122283,-0.000148328,999,,,,,,,49.300000000000004,2.9000000000000004,48,2.823529411764706,,,,,,,,,,,,,,,,,,,"Dane Acker","sa3014924",686769
"Bailey Horn","STL",1,1,0,4.32219,22,0,0,1,,22,96,20,12,11,3,11,,1,21,8.48739,4.55357,1.8639,1.02749,0.215553,0.115646,0.09990669041872025,0.241087,1.4265,0.29205,0.712081,,,4.43455,-0.0122884,-0.0307752,999,,,,,,,83.9,3.813636363636364,81,3.6818181818181817,,,,,,,,,,,,,,,,,,,"Bailey Horn","27753",690544
"Elvis Alvarado","ATH",1,1,0,3.89449,28,0,0,1,,28,122,23,13,12,3,15,,1,30,9.61371,4.91906,1.95438,1.0116,0.245158,0.125441,0.11971765756607056,0.219285,1.37078,0.276105,0.740185,,,4.28674,-0.0124952,0.0151765,999,,,,,,,126.50000000000004,4.517857142857144,117,4.178571428571429,,,,,,,,,,,,,,,,,,,"Elvis Alvarado","sa919291",665660
"Neftalí Feliz","SEA",0,0,0,4.76471,17,0,0,0,,17,80,17,10,9,2,8,,1,16,8.47059,4.23529,2,1.05882,0.2,0.1,0.10000000149011612,0.239437,1.47059,0.283019,0.675676,,,4.40177,-0.0128409,-0.0664778,999,,,,,,,62.000000000000014,3.6470588235294126,64,3.764705882352941,,,,,,,,,,,,,,,,,,,"Neftali Feliz","18",491703
"Carson Fulmer","PIT",1,1,0,4.80033,15,0,0,1,,15,66,15,9,8,2,7,,1,12,7.44944,4.30776,1.72931,1.04366,0.187407,0.108371,0.07903590798377991,0.263095,1.50152,0.308036,0.686219,,,4.6049,-0.0128759,-0.0350326,999,,,,,,,51.400000000000006,3.426666666666667,53,3.533333333333333,,,,,,,,,,,,,,,,,,,"Carson Fulmer","18311",608334
"Joey Lucchesi","SFG",0,0,0,4.84739,8,0,0,1,,8,34,8,5,4,1,3,,0,5,5.56142,3.65422,1.52192,0.918073,0.143706,0.0944243,0.049281537532806396,0.273292,1.45742,0.303589,0.661149,,,4.61531,-0.0131006,-0.0316778,999,,,,,,,31.100000000000005,3.8875000000000006,32,4,,,,,,,,,,,,,,,,,,,"Joey Lucchesi","19320",664192
"Carlos Vargas","SEA",3,3,0,3.92298,56,0,0,7,,56,241,51,27,24,5,23,,3,44,7.14816,3.6294,1.96951,0.880426,0.184866,0.0938639,0.0910022184252739,0.238812,1.32181,0.27781,0.713782,,,4.19969,-0.0131215,-0.0239505,999,,,,,,,258.30000000000007,4.612500000000002,253,4.517857142857143,,,,,,,,,,,,,,,,,,,"Carlos Vargas","22915",672841
"Guillo Zuñiga","PHI",1,1,0,4.58395,17,0,0,1,,17,74,16,9,9,2,7,,1,14,7.42385,3.76331,1.97269,1.24878,0.189498,0.0960606,0.09343718737363815,0.24889,1.38562,0.283466,0.696111,,,4.71791,-0.0131985,-0.00937085,999,,,,,,,67.60000000000002,3.9764705882352955,67,3.9411764705882355,,,,,,,,,,,,,,,,,,,"Guillo Zuniga","19588",670871
"Kyle Tyler","PHI",1,1,0,4.93876,28,0,0,1,,28,120,29,17,15,3,11,,1,20,6.4589,3.66457,1.76253,1.03261,0.167453,0.0950073,0.07244554907083511,0.273692,1.4559,0.311395,0.661286,,,4.58454,-0.0134188,-0.0816301,999,,,,,,,102.9,3.6750000000000003,109,3.892857142857143,,,,,,,,,,,,,,,,,,,"Kyle Tyler","22092",667725
"Shintaro Fujinami","SEA",1,1,0,3.74623,24,0,0,1,,24,103,18,11,10,3,14,,1,26,9.71638,5.06866,1.91695,1.03254,0.252672,0.131809,0.120862677693367,0.207162,1.32093,0.261027,0.746606,,,4.34371,-0.0138507,0.0086967,999,,,,,,,104.90000000000002,4.3708333333333345,92,3.8333333333333335,,,,,,,,,,,,,,,,,,,"Shintaro Fujinami","31839",660261
"Daison Acosta","WSN",1,0,0,4.63718,10,0,0,1,,10,44,9,6,5,1,6,,1,9,8.09576,5.08018,1.5936,1.08113,0.203667,0.127803,0.07586373388767242,0.243897,1.49109,0.29015,0.701733,,,4.78135,-0.014077,-0.0287797,999,,,,,,,39.300000000000004,3.9300000000000006,38,3.8,,,,,,,,,,,,,,,,,,,"Daison Acosta","sa944989",670897
"Nick Anderson",,2,2,0,4.38476,40,0,0,1,,40,173,39,21,19,5,16,,2,34,7.69759,3.51784,2.18816,1.1096,0.198117,0.0905406,0.10757682472467422,0.251481,1.36655,0.293811,0.698882,,,4.37069,-0.0142236,-0.0304521,748.6599731445312,,,,,,,151.1,3.7775,153,3.825,,,,,,,,,,,,,,,,,,,"Nick Anderson","18337",623433
"Victor González","LAA",1,1,0,4.2934,26,0,0,1,,26,114,24,14,12,3,12,,1,21,7.25449,4.0113,1.80851,1.08054,0.183837,0.101651,0.08218597620725632,0.241609,1.38558,0.276594,0.710102,,,4.59867,-0.0144911,-0.0233509,999,,,,,,,100.1,3.8499999999999996,98,3.769230769230769,,,,,,,,,,,,,,,,,,,"Victor Gonzalez","16408",624647
"Marco Raya","MIN",1,1,0,4.39015,15,0,0,1,,15,64,14,8,7,2,7,,1,13,7.52719,3.98549,1.88865,1.14854,0.194767,0.103125,0.0916421115398407,0.241378,1.36086,0.278382,0.70046,,,4.62529,-0.0146731,-0.0169846,999,,,,,,,56.00000000000001,3.733333333333334,55,3.6666666666666665,,,,,,,,,,,,,,,,,,,"Marco Raya","sa3014550",694397
"Trevor Richards","CHC",1,1,0,4.31326,26,0,0,1,,26,113,23,14,12,3,13,,1,27,9.50541,4.44462,2.13863,1.20848,0.243728,0.113965,0.12976395338773727,0.232425,1.37462,0.287219,0.717301,,,4.43127,-0.0148637,-0.0356727,999,,,,,,,111.7,4.296153846153846,107,4.115384615384615,,,,,,,,,,,,,,,,,,,"Trevor Richards","19309",670950
"Jack Perkins","ATH",1,0,0,4.48624,10,0,0,1,,10,43,9,5,5,1,5,,0,9,7.65725,4.0923,1.87114,1.11943,0.197862,0.105744,0.09211758524179459,0.246165,1.38935,0.28716,0.695278,,,4.59126,-0.0150624,-0.00614057,999,,,,,,,45.300000000000004,4.53,44,4.4,,,,,,,,,,,,,,,,,,,"Jack Perkins","sa3020076",678022
"Tyler Owens","DET",1,1,0,4.5687,12,0,0,1,,12,52,12,7,6,2,5,,1,9,7.01982,3.71867,1.88773,1.17168,0.178281,0.0944424,0.08383885771036148,0.252544,1.40168,0.285723,0.694786,,,4.68149,-0.0152911,-0.033305,999,,,,,,,37.000000000000014,3.0833333333333344,38,3.1666666666666665,,,,,,,,,,,,,,,,,,,"Tyler Owens","sa3011201",687074
"Bradgley Rodriguez","SDP",1,1,0,4.21042,22,0,0,1,,22,96,19,11,10,3,12,,1,22,8.83538,4.75682,1.85742,1.09089,0.224975,0.121123,0.10385241359472275,0.230004,1.39881,0.279416,0.722344,,,4.51852,-0.0154118,-0.00767901,999,,,,,,,85.5,3.8863636363636362,80,3.6363636363636362,,,,,,,,,,,,,,,,,,,"Bradgley Rodriguez","sa3016035",699134
"Tyler Stuart","WSN",2,2,0,4.64864,43,0,0,1,,43,181,43,24,22,5,15,,2,32,6.63486,3.21246,2.06535,1.08783,0.175525,0.0849856,0.09053970873355865,0.263447,1.35767,0.299218,0.667696,,,4.46753,-0.0154852,-0.0686075,999,,,,,,,161.89999999999998,3.7651162790697668,167,3.883720930232558,,,,,,,,,,,,,,,,,,,"Tyler Stuart","sa3020264",701603
"Jeff Brigham","ARI",1,1,0,4.19277,24,0,0,1,,24,105,21,12,11,3,12,,1,25,9.54564,4.4819,2.12982,1.20663,0.24306,0.114122,0.12893792986869812,0.227906,1.36751,0.280645,0.727817,,,4.4332,-0.0155355,0.0123177,999,,,,,,,101.10000000000002,4.212500000000001,96,4,,,,,,,,,,,,,,,,,,,"Jeff Brigham","16631",656257
"Spencer Bivens","SFG",3,2,0,4.21075,50,0,0,4,,50,216,50,26,23,5,19,,2,38,6.90905,3.40264,2.0305,0.907013,0.177702,0.0875164,0.09018559008836746,0.254172,1.36829,0.293796,0.69857,,,4.2137,-0.015712,-0.0348567,999,,,,,,,207.5,4.15,214,4.28,,,,,,,,,,,,,,,,,,,"Spencer Bivens","30226",702352
"Brandyn Garcia","SEA",1,1,0,4.03309,21,0,0,1,,21,89,18,10,9,2,9,,1,18,7.68592,3.97531,1.93342,0.982311,0.201637,0.10429,0.09734636545181274,0.233851,1.31772,0.275563,0.711017,,,4.34503,-0.015927,-0.00483983,999,,,,,,,94.00000000000001,4.476190476190477,89,4.238095238095238,,,,,,,,,,,,,,,,,,,"Brandyn Garcia","sa3022951",805299
"Justin King","MIA",1,1,0,4.28967,24,0,0,1,,24,105,20,12,11,3,14,,1,28,10.331,5.30257,1.9483,1.21203,0.262374,0.134668,0.12770594656467438,0.219811,1.40959,0.279918,0.728067,,,4.54933,-0.0165846,0.0159307,999,,,,,,,103.70000000000002,4.320833333333334,96,4,,,,,,,,,,,,,,,,,,,"Justin King","sa3018278",659381
"Travis Kuhn","SEA",1,1,0,4.17573,12,0,0,1,,12,52,11,6,6,1,5,,1,10,7.60155,4.06898,1.86817,1.09395,0.196423,0.105142,0.09128105640411377,0.233822,1.34052,0.270655,0.712406,,,4.55879,-0.0166779,-0.0122182,999,,,,,,,53.90000000000001,4.491666666666668,53,4.416666666666667,,,,,,,,,,,,,,,,,,,"Travis Kuhn","sa3009928",674047
"Elvin Rodriguez","MIL",1,1,0,4.28503,28,0,0,1,,28,119,26,15,13,4,10,,1,24,7.70866,3.22058,2.39356,1.34869,0.201534,0.0841982,0.11733534932136536,0.236912,1.26931,0.268088,0.707203,,,4.60966,-0.0170013,-0.0218524,999,,,,,,,109.4,3.9071428571428575,107,3.8214285714285716,,,,,,,,,,,,,,,,,,,"Elvin Rodriguez","20962",660730
"Ian Bedell","STL",1,0,0,4.90536,10,0,0,1,,10,43,10,6,5,1,4,,0,8,6.83243,3.70397,1.84462,1.23982,0.176548,0.0957098,0.0808386355638504,0.261275,1.41522,0.294076,0.670767,,,4.81474,-0.0171551,-0.0308914,999,,,,,,,43.7,4.37,45,4.5,,,,,,,,,,,,,,,,,,,"Ian Bedell","sa3014538",678016
"Diego Castillo","COL",1,1,0,4.95795,26,0,0,1,,26,116,26,16,14,3,14,,1,22,7.62246,4.91919,1.54954,1.04277,0.189831,0.122509,0.06732288002967834,0.262224,1.55935,0.30934,0.685447,,,4.77675,-0.0176637,-0.0271671,999,,,,,,,90.9,3.496153846153846,94,3.6153846153846154,,,,,,,,,,,,,,,,,,,"Diego Castillo","17496",650895
"Huascar Ynoa","MIN",1,1,0,4.56053,24,0,0,1,,24,101,23,13,12,3,10,,1,19,7.10075,3.63285,1.95459,1.1077,0.188195,0.0962835,0.09191171079874039,0.253124,1.35102,0.2912,0.676643,,,4.53726,-0.0181937,-0.0334015,999,,,,,,,89.90000000000002,3.745833333333334,90,3.75,,,,,,,,,,,,,,,,,,,"Huascar Ynoa","20468",660623
"Juan Mejia","COL",1,1,0,5.08742,21,0,0,1,,21,95,22,13,12,2,12,,1,19,7.94387,5.2199,1.52184,1.04659,0.194703,0.127939,0.06676408648490906,0.265427,1.61488,0.316758,0.686936,,,4.81605,-0.0182668,-0.0240235,999,,,,,,,76.60000000000001,3.647619047619048,82,3.9047619047619047,,,,,,,,,,,,,,,,,,,"Juan Mejia","sa3003159",675848
"Jacob Wallace","KCR",1,1,0,4.4923,12,0,0,1,,12,54,11,7,6,1,7,,1,12,8.85084,5.60404,1.57937,1.10669,0.218539,0.138371,0.08016793429851532,0.232289,1.51043,0.281651,0.721268,,,4.83281,-0.0184526,-0.0217763,999,,,,,,,51.90000000000001,4.325000000000001,51,4.25,,,,,,,,,,,,,,,,,,,"Jacob Wallace","sa3010374",686608
"Anderson Pilar","ATL",3,3,0,4.31055,54,0,0,7,,54,232,52,28,26,7,22,,3,47,7.82152,3.6081,2.16777,1.08538,0.202431,0.0933823,0.10904888063669205,0.248054,1.35481,0.291784,0.701275,,,4.33868,-0.0187835,-0.00649088,999,,,,,,,225.3,4.1722222222222225,226,4.185185185185185,,,,,,,,,,,,,,,,,,,"Anderson Pilar","sa917899",666768
"Max Kranick","NYM",1,1,0,4.30906,19,0,0,1,,19,82,18,10,9,3,7,,1,15,7.08406,3.39205,2.08843,1.24861,0.182381,0.0873293,0.0950516015291214,0.240422,1.31283,0.268686,0.706145,,,4.66448,-0.0190902,-0.0220545,999,,,,,,,66.89999999999999,3.521052631578947,66,3.473684210526316,,,,,,,,,,,,,,,,,,,"Max Kranick","22175",668820
"Connor Phillips","CIN",2,2,0,4.75681,32,0,0,1,,32,139,29,18,17,4,18,,2,29,8.14945,4.92515,1.65466,1.16381,0.208459,0.125983,0.08247624337673187,0.244499,1.46281,0.290145,0.690867,,,4.83377,-0.0192343,-0.018776,747.5700073242188,,,,,,,114.20000000000002,3.5687500000000005,110,3.4375,,,,,,,,,,,,,,,,,,,"Connor Phillips","27649",683175
"Andre Granillo","STL",1,1,0,4.39955,15,0,0,1,,15,66,13,8,7,2,8,,1,15,8.88536,4.96735,1.78875,1.16106,0.223779,0.125104,0.09867580235004425,0.232303,1.43638,0.280725,0.718652,,,4.68238,-0.0193153,-0.0153195,999,,,,,,,59.60000000000001,3.973333333333334,56,3.7333333333333334,,,,,,,,,,,,,,,,,,,"Andre Granillo","sa3016913",701552
"Houston Roth","BAL",0,0,0,4.93543,8,0,0,1,,8,35,8,5,4,1,4,,0,7,7.5822,4.63463,1.63599,1.27063,0.19147,0.117036,0.07443362474441528,0.251211,1.47806,0.288374,0.686586,,,5.01541,-0.019394,-0.0347329,999,,,,,,,32.10000000000001,4.012500000000001,33,4.125,,,,,,,,,,,,,,,,,,,"Houston Roth","sa3011527",674175
"Anthony Hoopii-Tuionetoa","CHW",1,1,0,4.54731,22,0,0,1,,22,97,21,12,11,3,10,,1,19,7.81464,3.97367,1.96661,1.33618,0.196595,0.0999665,0.09662822633981705,0.241953,1.39148,0.27548,0.70937,,,4.83124,-0.019454,-0.0289075,999,,,,,,,80.30000000000001,3.6500000000000004,80,3.6363636363636362,,,,,,,,,,,,,,,,,,,"Anthony Hoopii-Tuionetoa","sa3015298",681896
"Luis Curvelo","TEX",1,1,0,4.3725,28,0,0,1,,28,122,26,15,14,4,12,,1,26,8.34064,3.77512,2.20937,1.34983,0.212694,0.0962689,0.11642495542764664,0.236227,1.33837,0.273327,0.715827,,,4.66432,-0.0195027,-0.0307784,999,,,,,,,107.40000000000006,3.835714285714288,105,3.75,,,,,,,,,,,,,,,,,,,"Luis Curvelo","sa3008169",681168
"Rolddy Munoz","ATL",2,2,0,4.31307,43,0,0,1,,43,187,39,23,21,5,22,,2,42,8.72113,4.60002,1.89589,0.991879,0.222478,0.117348,0.10513026267290115,0.242001,1.4292,0.297616,0.710463,,,4.34671,-0.0196958,-0.0265863,999,,,,,,,171.29999999999998,3.9837209302325576,166,3.86046511627907,,,,,,,,,,,,,,,,,,,"Rolddy Munoz","sa3011575",691548
"Scott Blewett","MIN",1,1,0,4.54112,19,0,0,1,,19,82,19,10,10,3,7,,1,14,6.82149,3.43527,1.98572,1.19274,0.175524,0.088393,0.08713075518608093,0.252515,1.36406,0.283294,0.689814,,,4.65706,-0.0199599,-0.017358,999,,,,,,,62.29999999999999,3.278947368421052,64,3.3684210526315788,,,,,,,,,,,,,,,,,,,"Scott Blewett","16427",656240
"Tyler Zuber","NYM",1,1,0,4.40091,27,0,0,1,,27,118,25,14,13,4,12,,1,26,8.82908,4.02462,2.19377,1.3216,0.224231,0.102213,0.12201801687479019,0.236533,1.3647,0.280125,0.716593,,,4.60131,-0.0211105,-0.0246338,999,,,,,,,102.60000000000002,3.8000000000000007,100,3.7037037037037037,,,,,,,,,,,,,,,,,,,"Tyler Zuber","20379",676604
"Austin Davis","SDP",1,1,0,4.21761,24,0,0,1,,24,105,20,12,11,3,14,,1,24,8.95094,5.08041,1.76185,1.07031,0.227325,0.129026,0.09829917550086975,0.227144,1.41807,0.277816,0.724071,,,4.57479,-0.0211162,-0.0083771,999,,,,,,,95.70000000000002,3.9875000000000007,88,3.6666666666666665,,,,,,,,,,,,,,,,,,,"Austin Davis","17117",656354
"Sem Robberse","STL",1,1,0,4.77537,21,0,0,1,,21,89,22,12,11,3,7,,1,14,5.9714,3.10352,1.92407,1.09077,0.156954,0.0815739,0.07538038492202759,0.268841,1.3767,0.298236,0.660444,,,4.58234,-0.0218597,-0.0463167,999,,,,,,,69.3,3.3,74,3.5238095238095237,,,,,,,,,,,,,,,,,,,"Sem Robberse","sa3011735",691828
"Owen White","NYY",0,0,0,4.87929,17,0,0,1,,17,75,18,10,9,2,7,,1,12,6.61675,3.74205,1.76822,1.24957,0.166327,0.094065,0.07226236164569855,0.261317,1.44963,0.290373,0.683123,,,4.89266,-0.0219302,-0.0461431,999,,,,,,,58.40000000000002,3.43529411764706,63,3.7058823529411766,,,,,,,,,,,,,,,,,,,"Owen White","22273",669391
"Hunter Dobbins","BOS",1,1,0,4.72775,21,0,0,1,,21,90,21,12,11,3,8,,1,15,6.45869,3.50781,1.84123,1.138,0.167448,0.0909432,0.07650447636842728,0.26096,1.39439,0.292176,0.674113,,,4.68284,-0.0220561,-0.0263588,999,,,,,,,70.9,3.3761904761904766,73,3.4761904761904763,,,,,,,,,,,,,,,,,,,"Hunter Dobbins","sa3018275",690928
"Domingo Robles","ATH",0,0,0,4.70629,12,0,0,1,,12,50,12,7,6,2,4,,1,8,5.92535,2.94388,2.01277,1.22164,0.157548,0.0782742,0.07927363365888596,0.259739,1.31631,0.283135,0.661619,,,4.72551,-0.0220793,-0.0394292,999,,,,,,,38.000000000000014,3.166666666666668,39,3.25,,,,,,,,,,,,,,,,,,,"Domingo Robles","sa872881",660781
"Eric Cerantola","KCR",1,1,0,4.45455,21,0,0,1,,21,93,19,11,10,2,13,,1,20,8.77016,5.56074,1.57716,0.984447,0.22004,0.139517,0.08052302896976471,0.236132,1.50475,0.290977,0.713337,,,4.65759,-0.0224484,-0.00100506,999,,,,,,,83.4,3.9714285714285715,81,3.857142857142857,,,,,,,,,,,,,,,,,,,"Eric Cerantola","sa3017914",672021
"Alex Pham","BAL",1,1,0,4.70338,15,0,0,1,,15,64,14,9,8,2,7,,1,13,7.76516,4.18033,1.85755,1.21746,0.200925,0.108167,0.09275814890861511,0.248748,1.40498,0.289352,0.686238,,,4.73904,-0.0225388,-0.0533824,999,,,,,,,56.00000000000001,3.733333333333334,55,3.6666666666666665,,,,,,,,,,,,,,,,,,,"Alex Pham","sa3017550",702129
"Will Klein","SEA",1,1,0,3.9596,22,0,0,1,,22,96,18,11,10,2,13,,1,22,9.01502,5.28793,1.70483,0.949088,0.228642,0.134114,0.0945274829864502,0.21982,1.40967,0.272203,0.736226,,,4.45705,-0.0229707,-0.0224,999,,,,,,,97.40000000000002,4.427272727272729,90,4.090909090909091,,,,,,,,,,,,,,,,,,,"Will Klein","27787",694361
"Justin Wrobleski","LAD",2,2,0,4.5392,33,0,0,1,,33,141,31,18,17,5,13,,2,27,7.42197,3.42904,2.16444,1.26675,0.193671,0.0894784,0.1041925773024559,0.248774,1.33415,0.283464,0.688844,,,4.62697,-0.0230502,-0.047515,747.739990234375,,,,,,,115.10000000000005,3.4878787878787896,113,3.4242424242424243,,,,,,,,,,,,,,,,,,,"Justin Wrobleski","31204",680736
"Adrian Houser","TEX",1,1,0,4.78638,21,0,0,1,,21,91,22,12,11,3,8,,1,14,6.20689,3.37952,1.83662,1.17076,0.159709,0.0869584,0.07275095582008362,0.263577,1.40258,0.29152,0.673286,,,4.74271,-0.0233234,-0.0462367,999,,,,,,,66.3,3.157142857142857,71,3.380952380952381,,,,,,,,,,,,,,,,,,,"Adrian Houser","12718",605288
"Julian Fernández","LAD",1,0,0,4.792,10,0,0,1,,10,47,10,6,5,2,5,,1,8,7.36179,4.1507,1.77363,1.46662,0.173805,0.097994,0.07581067830324173,0.249091,1.5057,0.274425,0.723376,,,5.188,-0.0233898,-0.0313383,999,,,,,,,25.4,2.54,26,2.6,,,,,,,,,,,,,,,,,,,"Julian Fernandez","18341",642759
"Eiberson Castellano","MIN",2,2,0,4.50586,42,0,0,1,,42,179,40,23,21,5,17,,2,36,7.79422,3.68948,2.11255,1.17794,0.202776,0.0959865,0.10678989440202713,0.249529,1.36168,0.29137,0.691472,,,4.50596,-0.0248734,-0.0662267,999,,,,,,,164.3,3.911904761904762,164,3.9047619047619047,,,,,,,,,,,,,,,,,,,"Eiberson Castellano","sa3015414",682769
"Connor Seabold",,0,0,0,5.25,12,0,0,1,,12,55,14,8,7,2,4,,1,10,7.1721,2.63337,2.72355,1.60739,0.174166,0.0639482,0.11021784693002701,0.279973,1.47903,0.308946,0.685038,,,4.90799,-0.0249997,-0.0712674,999,,,,,,,36.80000000000002,3.066666666666668,43,3.5833333333333335,,,,,,,,,,,,,,,,,,,"Connor Seabold","19695",657756
"Trevor McDonald","SFG",2,2,0,4.49322,40,0,0,1,,40,171,41,22,20,4,15,,2,28,6.31187,3.36519,1.87563,0.890901,0.163641,0.0872457,0.0763954147696495,0.265822,1.40161,0.302925,0.677996,,,4.30944,-0.0251879,-0.0651963,999,,,,,,,149.20000000000002,3.7300000000000004,157,3.925,,,,,,,,,,,,,,,,,,,"Trevor McDonald","26448",686790
"Jacob Lopez","ATH",2,2,0,4.12017,36,0,0,1,,36,153,32,18,16,4,16,,2,33,8.28498,3.92985,2.10822,1.1187,0.216601,0.102741,0.11385972797870636,0.232751,1.31317,0.276445,0.713826,,,4.3936,-0.0252024,-0.0221061,999,,,,,,,150.00000000000006,4.166666666666668,144,4,,,,,,,,,,,,,,,,,,,"Jacob Lopez","25098",682052
"Cristian Javier","HOU",1,1,0,4.42315,21,0,0,1,,21,88,18,11,10,4,8,,1,20,8.68075,3.38212,2.56666,1.5485,0.230172,0.0896775,0.14049404114484787,0.229494,1.24091,0.263212,0.704105,,,4.73649,-0.0253457,-0.0204975,715.7100219726562,,,,,,,76.4,3.6380952380952385,70,3.3333333333333335,,,,,,,,,,,,,,,,,,,"Cristian Javier","17606",664299
"Jack Dashwood","LAA",2,2,0,4.40479,42,0,0,1,,42,181,38,22,21,7,16,,2,39,8.3887,3.4731,2.41534,1.45031,0.216283,0.0895459,0.12673744559288025,0.235641,1.29957,0.270288,0.712328,,,4.69367,-0.0256345,-0.0189577,999,,,,,,,153.90000000000003,3.664285714285715,147,3.5,,,,,,,,,,,,,,,,,,,"Jack Dashwood","sa3015035",669081
