Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Sean Reid-Foley","NYM",3,2,0,3.57582,49,0,0,4,,49,211,39,21,19,4,27,,3,54,9.8648,4.91786,2.00591,0.817147,0.254449,0.126849,0.12759971618652344,0.216128,1.34821,0.281818,0.748717,,,3.9485,0.0923513,0.183562,999,,,,,,,246.00000000000003,5.020408163265307,227,4.63265306122449,,,,,,,,,,,,,,,,,,,"Sean Reid-Foley","17034",656887
"Troy Taylor","SEA",3,3,0,3.44048,54,0,0,4,,54,231,44,23,21,6,24,,3,57,9.56613,3.96411,2.41318,0.94046,0.248582,0.10301,0.1455720141530037,0.214909,1.25445,0.270778,0.755239,,,3.86385,0.091937,0.154327,999,,,,,,,260.4,4.822222222222222,241,4.462962962962963,,,,,,,,,,,,,,,,,,,"Troy Taylor","31883",700187
"José Quijada","LAA",3,3,0,3.99812,61,0,1,12,,61,263,49,30,27,8,32,,3,70,10.2851,4.65284,2.2105,1.24063,0.264691,0.119742,0.144948348402977,0.214251,1.32039,0.269544,0.740808,,,4.37577,0.091351,0.204142,999,,,,,,,313.60000000000014,5.140983606557379,289,4.737704918032787,,,,,,,,,,,,,,,,,,,"Jose Quijada","19200",650671
"Joely Rodríguez",,2,2,0,4.26758,33,0,0,0,,33,141,32,17,16,4,13,,2,29,7.96946,3.47773,2.29157,0.976396,0.207244,0.0904374,0.11680629104375839,0.254149,1.36243,0.304786,0.697642,,,4.10302,0.0903522,0.0231452,999,,,,,,,124.80000000000005,3.7818181818181835,126,3.8181818181818183,,,,,,,,,,,,,,,,,,,"Joely Rodriguez","11487",570257
"Robert Stephenson","LAA",2,2,0,3.52605,44,0,4,1,,44,184,35,19,17,6,16,,2,51,10.4372,3.32112,3.14266,1.23195,0.277316,0.0882424,0.18907326459884644,0.211345,1.16538,0.266833,0.757355,,,3.86774,0.0898357,0.104564,653.6900024414062,,,,,,,232.8,5.290909090909091,214,4.863636363636363,,,,,,,,,,,,,,,,,,,"Robert Stephenson","13594",596112
"Justin Topa","MIN",3,2,0,3.62657,50,0,0,1,,50,214,46,22,20,5,18,,2,48,8.61628,3.2431,2.6568,0.890173,0.223242,0.0840265,0.1392153650522232,0.234887,1.27238,0.28767,0.733983,,,3.75432,0.0897861,0.0898255,999,,,,,,,228.9,4.578,225,4.5,,,,,,,,,,,,,,,,,,,"Justin Topa","15145",623437
"Kaleb Ort","HOU",3,3,0,3.75171,62,0,0,13,,62,265,50,28,26,8,27,,3,67,9.70372,3.89781,2.48953,1.22782,0.252513,0.10143,0.15108301490545273,0.214018,1.24406,0.261996,0.749016,,,4.22538,0.0894696,0.368505,999,,,,,,,326.4,5.264516129032257,302,4.870967741935484,,,,,,,,,,,,,,,,,,,"Kaleb Ort","20061",672391
"Nate Pearson","CHC",3,3,0,3.50163,54,0,0,7,,54,227,44,23,21,6,22,,2,60,10.0017,3.58642,2.78876,1.03081,0.263833,0.0946057,0.16922739148139954,0.218336,1.22112,0.278571,0.750559,,,3.76602,0.0888089,0.118922,625.3099975585938,,,,,,,287.4,5.322222222222222,268,4.962962962962963,,,,,,,,,,,,,,,,,,,"Nate Pearson","20160",663878
"Jonathan Loáisiga","NYY",3,2,0,3.47753,48,0,0,1,,48,202,41,20,19,5,16,,2,44,8.17678,3.05924,2.67281,0.958134,0.215889,0.0807721,0.13511662930250168,0.223683,1.19539,0.266601,0.73911,,,3.88497,0.0876899,0.125926,999,,,,,,,225.10000000000005,4.689583333333334,213,4.4375,,,,,,,,,,,,,,,,,,,"Jonathan Loaisiga","19753",642528
"Landon Knack","LAD",2,2,2,4.21453,38,2,0,1,,43,182,40,22,20,7,14,,2,40,8.33356,2.9181,2.85582,1.36145,0.220464,0.0771984,0.14326605945825577,0.238162,1.23696,0.276374,0.707679,,,4.38392,0.0862073,0.0289773,562.4000244140625,,,,,,,164.10000000000002,3.8162790697674422,160,3.7209302325581395,,,,,,,,,,,,,,,,,,,"Landon Knack","27487",689017
"Ryan Zeferjahn","LAA",3,3,0,3.84597,62,0,2,14,,62,272,50,29,26,8,34,,3,68,9.86727,4.88233,2.02102,1.13835,0.250048,0.123724,0.1263241544365883,0.21166,1.3447,0.26321,0.751924,,,4.40147,0.084926,0.440794,710.3699951171875,,,,,,,321.4,5.183870967741935,297,4.790322580645161,,,,,,,,,,,,,,,,,,,"Ryan Zeferjahn","25420",666171
"Luis Peralta","COL",3,3,0,4.83659,61,0,2,13,,61,271,59,36,33,7,35,,3,63,9.28359,5.15111,1.80225,1.0334,0.232453,0.128979,0.1034737378358841,0.255734,1.54714,0.32264,0.692579,,,4.47336,0.0839589,0.0362789,999,,,,,,,285.9000000000001,4.686885245901641,288,4.721311475409836,,,,,,,,,,,,,,,,,,,"Luis Peralta","24203",678821
"Dillon Tate",,2,2,0,4.05429,40,0,0,0,,40,173,39,20,18,5,14,,2,33,7.42809,3.11022,2.38828,1.02894,0.190831,0.0799029,0.1109279915690422,0.246148,1.31402,0.285207,0.712329,,,4.1739,0.0832631,0.0967732,999,,,,,,,151.1,3.7775,153,3.825,,,,,,,,,,,,,,,,,,,"Dillon Tate","17796",622253
"Justin Wilson","BOS",3,3,0,3.8825,55,0,0,7,,55,232,50,26,24,7,18,,2,56,9.09675,2.90289,3.13368,1.18431,0.240053,0.0766041,0.16344888508319855,0.235107,1.22643,0.285798,0.724677,,,3.95345,0.0826331,0.0910284,999,,,,,,,270.9,4.925454545454545,264,4.8,,,,,,,,,,,,,,,,,,,"Justin Wilson","4301",458677
"Franco Aleman","CLE",2,2,0,3.51799,42,0,0,1,,42,180,36,18,16,5,17,,2,46,9.75092,3.54325,2.75197,0.964716,0.252802,0.0918621,0.16093957424163818,0.224008,1.25516,0.284089,0.749463,,,3.71314,0.0812731,0.0874465,999,,,,,,,194.70000000000002,4.635714285714286,184,4.380952380952381,,,,,,,,,,,,,,,,,,,"Franco Aleman","sa3018178",680916
"Ryan Gusto","HOU",1,1,2,4.54041,27,3,0,1,,43,189,42,24,22,6,16,,2,34,7.12897,3.40183,2.09562,1.30637,0.181795,0.0867499,0.09504522383213043,0.248628,1.35578,0.277963,0.698241,,,4.74227,0.0809916,0.0195314,999,,,,,,,153.2,3.5627906976744184,155,3.604651162790698,,,,,,,,,,,,,,,,,,,"Ryan Gusto","sa3011818",687473
"Jay Jackson",,1,1,0,3.91451,28,0,0,0,,28,119,25,13,12,4,9,,1,28,9.01612,2.95014,3.05617,1.30389,0.235715,0.0771278,0.1585877239704132,0.229937,1.21957,0.273421,0.732255,,,4.16129,0.0807086,0.181575,999,,,,,,,119.00000000000006,4.250000000000002,114,4.071428571428571,,,,,,,,,,,,,,,,,,,"Jay Jackson","7432",543351
"Brenan Hanifee","DET",2,2,0,3.70957,44,0,0,1,,44,186,42,20,18,4,13,,2,36,7.46394,2.602,2.86854,0.85537,0.196185,0.0683919,0.12779302895069122,0.245328,1.24485,0.289662,0.714761,,,3.73795,0.0781758,0.0556336,999,,,,,,,198.20000000000005,4.504545454545456,199,4.5227272727272725,,,,,,,,,,,,,,,,,,,"Brenan Hanifee","22304",669724
"Riley O'Brien","STL",3,3,0,3.8903,51,0,0,4,,51,219,45,24,22,4,25,,3,50,8.88381,4.4254,2.00746,0.791507,0.22987,0.114508,0.11536214500665665,0.236646,1.37979,0.298809,0.722287,,,3.95958,0.077747,0.10342,999,,,,,,,243.20000000000005,4.768627450980393,235,4.607843137254902,,,,,,,,,,,,,,,,,,,"Riley O'Brien","20348",676617
"Dauri Moreta","PIT",2,2,0,3.66342,42,0,0,1,,42,180,36,19,17,5,17,,2,46,9.96012,3.63539,2.73976,1.08629,0.258225,0.0942509,0.16397439688444138,0.223288,1.26027,0.282097,0.747451,,,3.87398,0.072745,0.0882027,999,,,,,,,194.70000000000002,4.635714285714286,184,4.380952380952381,,,,,,,,,,,,,,,,,,,"Dauri Moreta","21101",664294
"Hunter Barco","PIT",1,1,1,4.39866,2,2,0,0,,7,32,7,4,4,1,3,,0,7,8.09508,3.88157,2.08552,1.06358,0.202377,0.0970392,0.10533782839775085,0.253082,1.4346,0.300378,0.709755,,,4.3441,0.0718877,0.046934,999,,,,,,,26.300000000000015,3.7571428571428593,27,3.857142857142857,,,,,,,,,,,,,,,,,,,"Hunter Barco","sa3022409",682995
"James McArthur","KCR",3,2,0,4.04047,48,0,0,1,,48,205,47,24,22,5,16,,2,43,8.00316,3.08933,2.59058,0.922248,0.208212,0.0803727,0.12783966213464737,0.252759,1.32473,0.304014,0.70635,,,3.88354,0.0718042,0.0318371,730.030029296875,,,,,,,207.50000000000006,4.322916666666668,211,4.395833333333333,,,,,,,,,,,,,,,,,,,"James McArthur","21527",663704
"Brusdar Graterol","LAD",1,1,0,3.33325,24,0,0,1,,24,101,22,10,9,2,7,,1,22,8.15481,2.49499,3.26848,0.804846,0.215309,0.0658743,0.14943434298038483,0.234223,1.18817,0.283898,0.737231,,,3.47416,0.071547,0.0628284,999,,,,,,,119.80000000000003,4.991666666666668,118,4.916666666666667,,,,,,,,,,,,,,,,,,,"Brusdar Graterol","20367",660813
"Colin Selby","BAL",3,3,0,3.67934,51,0,0,1,,51,218,44,23,21,5,24,,2,53,9.35805,4.18312,2.2371,0.829252,0.243462,0.108829,0.13463250547647476,0.228577,1.32367,0.292027,0.73422,,,3.82474,0.0702375,0.0597855,999,,,,,,,233.50000000000003,4.57843137254902,222,4.352941176470588,,,,,,,,,,,,,,,,,,,"Colin Selby","24986",681882
"Jake Bloss","TOR",1,1,3,4.80615,22,5,0,1,,43,189,42,25,23,7,18,,2,35,7.23517,3.82878,1.88968,1.37579,0.184135,0.0974426,0.08669262379407883,0.250518,1.40055,0.280094,0.6888,,,4.96614,0.0701961,0.0328592,735.969970703125,,,,,,,136.89999999999998,3.1837209302325578,138,3.2093023255813953,,,,,,,,,,,,,,,,,,,"Jake Bloss","33168",814005
"Andrew Walters","CLE",3,3,0,3.62331,54,0,0,7,,54,234,44,24,22,7,26,,3,65,10.7513,4.30257,2.49882,1.10137,0.275675,0.110322,0.16535304486751556,0.212268,1.28591,0.275421,0.759202,,,3.95078,0.0697975,0.08518,749.8300170898438,,,,,,,270.1,5.001851851851852,250,4.62962962962963,,,,,,,,,,,,,,,,,,,"Andrew Walters","33834",689958
"Anthony Banda","LAD",3,3,0,3.87007,52,0,0,7,,52,220,46,24,22,6,20,,2,50,8.69444,3.52687,2.4652,1.00079,0.228037,0.0925027,0.13553453981876373,0.235408,1.2861,0.287732,0.722243,,,3.99323,0.0695044,0.0621259,999,,,,,,,253.4,4.8730769230769235,244,4.6923076923076925,,,,,,,,,,,,,,,,,,,"Anthony Banda","14706",607455
"Nick Sandlin","TOR",3,3,0,3.85624,59,0,0,12,,59,254,49,28,25,8,27,,3,64,9.74371,4.09405,2.37997,1.2024,0.251478,0.105664,0.14581366628408432,0.218028,1.28377,0.268917,0.743835,,,4.24816,0.0692988,0.162427,999,,,,,,,296.80000000000007,5.030508474576273,277,4.694915254237288,,,,,,,,,,,,,,,,,,,"Nick Sandlin","20517",680704
"Walter Pennington","TEX",2,2,0,3.83825,44,0,0,1,,44,189,40,20,19,4,18,,2,42,8.59181,3.62242,2.37184,0.910076,0.222245,0.0937016,0.12854380905628204,0.238203,1.31869,0.292088,0.724554,,,3.91928,0.0667751,0.0628931,999,,,,,,,200.40000000000003,4.554545454545456,196,4.454545454545454,,,,,,,,,,,,,,,,,,,"Walter Pennington","27624",679156
"Alek Manoah","TOR",0,0,1,4.19082,10,2,0,1,,15,66,14,8,7,2,6,,1,14,8.37657,3.54015,2.36616,1.23574,0.216745,0.0916021,0.1251433566212654,0.236606,1.30532,0.278022,0.715783,,,4.40915,0.0655045,0.0238605,747.4000244140625,,,,,,,61.00000000000001,4.066666666666667,60,4,,,,,,,,,,,,,,,,,,,"Alek Manoah","26410",666201
"Hurston Waldrep","ATL",1,1,2,4.75357,20,3,0,1,,36,159,35,21,19,4,18,,2,31,7.54636,4.52998,1.66587,1.0804,0.19181,0.115141,0.07666909694671631,0.254773,1.47593,0.298202,0.687415,,,4.71189,0.0650038,0.0627077,650.6300048828125,,,,,,,132.20000000000005,3.6722222222222234,134,3.7222222222222223,,,,,,,,,,,,,,,,,,,"Hurston Waldrep","33527",694462
"Edgardo Henriquez","LAD",2,2,0,3.56562,40,0,0,1,,40,174,31,17,16,5,21,,2,50,11.1491,4.6853,2.37959,1.05548,0.284779,0.119676,0.1651030108332634,0.207926,1.30622,0.275912,0.764868,,,3.92828,0.0644709,0.0941118,999,,,,,,,188.9,4.7225,170,4.25,,,,,,,,,,,,,,,,,,,"Edgardo Henriquez","26944",683618
"Alex Lange","DET",2,2,0,3.52937,46,0,1,1,,46,198,37,20,18,4,24,,2,52,10.1275,4.75351,2.13054,0.811451,0.261429,0.122706,0.1387237086892128,0.216582,1.335,0.285544,0.750085,,,3.82521,0.0642197,0.087014,999,,,,,,,230.00000000000006,5.000000000000001,213,4.630434782608695,,,,,,,,,,,,,,,,,,,"Alex Lange","19883",656638
"Thomas Harrington","PIT",1,1,1,4.46512,2,2,0,0,,7,32,8,4,4,1,2,,0,6,7.27825,2.78991,2.60878,1.3293,0.181956,0.0697476,0.1122085377573967,0.255591,1.35527,0.286468,0.70823,,,4.53355,0.0637845,0.046934,999,,,,,,,24.7,3.5285714285714285,28,4,,,,,,,,,,,,,,,,,,,"Thomas Harrington","sa3020752",802419
"James Karinchak","CLE",2,2,0,3.63537,44,0,0,1,,44,191,33,19,18,6,24,,2,56,11.3735,4.88526,2.32812,1.15243,0.291119,0.125044,0.16607409715652466,0.201648,1.29827,0.266455,0.765942,,,4.08709,0.0634144,0.0973675,715.969970703125,,,,,,,204,4.636363636363637,180,4.090909090909091,,,,,,,,,,,,,,,,,,,"James Karinchak","20151",675916
"Tommy Nance","TOR",3,3,0,3.84289,54,0,0,7,,54,233,50,25,23,6,20,,2,50,8.32653,3.29164,2.5296,0.993246,0.214702,0.0848757,0.1298261284828186,0.238139,1.29395,0.285738,0.726307,,,3.98479,0.06205,0.052654,999,,,,,,,257.8,4.774074074074075,254,4.703703703703703,,,,,,,,,,,,,,,,,,,"Tommy Nance","19178",667297
"Josh Simpson","MIA",2,2,0,3.85256,41,0,0,1,,41,178,36,19,18,4,21,,2,47,10.2267,4.50399,2.27059,0.919055,0.261733,0.115271,0.14646195620298386,0.229697,1.37116,0.301139,0.735734,,,3.87355,0.0619278,0.072573,999,,,,,,,189.60000000000005,4.6243902439024405,182,4.439024390243903,,,,,,,,,,,,,,,,,,,"Josh Simpson","sa1053035",681006
"Joe Jiménez","ATL",1,1,0,3.38227,22,0,0,1,,22,92,18,9,8,3,7,,1,26,10.7154,2.97835,3.59777,1.06819,0.284709,0.0791349,0.2055739015340805,0.220423,1.17017,0.288436,0.756676,,,3.45134,0.0619146,0.0713354,999,,,,,,,111.10000000000001,5.050000000000001,103,4.681818181818182,,,,,,,,,,,,,,,,,,,"Joe Jimenez","15761",641729
"Trevor Stephan","CLE",2,2,0,3.64407,36,0,0,1,,36,152,31,16,15,4,13,,2,39,9.66476,3.2866,2.94065,1.06996,0.254336,0.0864895,0.16784613579511642,0.226188,1.22744,0.283796,0.74006,,,3.79445,0.0616055,0.0567867,999,,,,,,,173.60000000000005,4.822222222222224,165,4.583333333333333,,,,,,,,,,,,,,,,,,,"Trevor Stephan","19932",663986
"Caleb Kilian","CHC",1,1,1,4.44412,24,2,0,1,,29,126,30,16,14,3,11,,1,22,6.71168,3.24001,2.0715,0.981182,0.173306,0.0836622,0.08964412659406662,0.262193,1.38195,0.300017,0.685438,,,4.3083,0.0604869,-0.00901728,743.22998046875,,,,,,,111.70000000000002,3.851724137931035,118,4.068965517241379,,,,,,,,,,,,,,,,,,,"Caleb Kilian","26213",668873
"Colton Gordon","HOU",1,1,1,4.16924,19,2,0,1,,24,104,23,12,11,4,8,,1,21,7.82451,2.91131,2.68762,1.31953,0.203641,0.0757699,0.12787096202373505,0.238733,1.25499,0.271978,0.713537,,,4.43576,0.0599978,0.00505192,999,,,,,,,87.60000000000004,3.6500000000000017,87,3.625,,,,,,,,,,,,,,,,,,,"Colton Gordon","sa3019426",676467
"Ryan Borucki","PIT",2,2,0,3.91312,37,0,0,1,,37,158,35,18,16,4,14,,2,35,8.6249,3.36876,2.56026,0.932007,0.224417,0.0876541,0.1367630511522293,0.244191,1.31454,0.300043,0.717922,,,3.85568,0.059987,0.0394608,999,,,,,,,159.60000000000002,4.313513513513514,159,4.297297297297297,,,,,,,,,,,,,,,,,,,"Ryan Borucki","16350",621366
"Josh Winckowski","BOS",3,2,0,4.07023,50,0,0,1,,50,212,49,25,23,5,16,,2,42,7.49913,2.90545,2.58106,0.954129,0.196518,0.0761386,0.12037956714630127,0.252959,1.30268,0.297801,0.700646,,,3.97756,0.059903,0.0423337,999,,,,,,,215.1,4.302,219,4.38,,,,,,,,,,,,,,,,,,,"Josh Winckowski","22387",670174
"Cristian Mena","ARI",1,1,1,4.50001,17,2,0,1,,22,96,22,12,11,2,9,,1,19,7.59881,3.7396,2.03199,0.981179,0.196521,0.0967137,0.0998072475194931,0.259828,1.4116,0.307976,0.687459,,,4.28302,0.05923,0.0357121,999,,,,,,,93.00000000000001,4.2272727272727275,96,4.363636363636363,,,,,,,,,,,,,,,,,,,"Cristian Mena","27974",691441
"Scott Effross","NYY",2,2,0,3.70422,40,0,0,1,,40,172,36,18,16,5,14,,2,37,8.3027,3.04059,2.73062,1.06779,0.21454,0.0785682,0.1359717920422554,0.230921,1.24249,0.27326,0.736681,,,4.0111,0.0586239,0.0630082,999,,,,,,,170.9,4.2725,165,4.125,,,,,,,,,,,,,,,,,,,"Scott Effross","18384",664123
"Kyle Nicolas","PIT",3,3,0,4.16843,60,0,1,11,,60,261,54,30,28,6,31,,3,58,8.74724,4.66867,1.8736,0.92103,0.223724,0.119408,0.10431555658578873,0.238601,1.41937,0.295623,0.715854,,,4.26195,0.0581795,0.173353,999,,,,,,,292.79999999999995,4.879999999999999,285,4.75,,,,,,,,,,,,,,,,,,,"Kyle Nicolas","27775",693312
"Kenta Maeda","DET",2,2,2,4.42625,57,2,0,6,,64,268,61,34,32,10,19,,3,55,7.73179,2.64067,2.92796,1.37626,0.206065,0.0703783,0.13568668067455292,0.248812,1.24723,0.283858,0.68729,,,4.44278,0.0578236,-0.0395321,744.5999755859375,,,,,,,260,4.0625,258,4.03125,,,,,,,,,,,,,,,,,,,"Kenta Maeda","18498",628317
"Héctor Neris",,3,3,0,4.05542,62,0,0,0,,62,266,53,31,28,9,27,,3,65,9.4035,3.90266,2.40951,1.24505,0.243533,0.101071,0.1424611732363701,0.226346,1.29579,0.275651,0.729174,,,4.31912,0.0574158,0.149998,740.8599853515625,,,,,,,250.29999999999995,4.0370967741935475,233,3.7580645161290325,,,,,,,,,,,,,,,,,,,"Hector Neris","11804",593576
"Bennett Sousa","HOU",2,2,0,3.63155,41,0,0,1,,41,176,35,18,17,5,17,,2,44,9.74045,3.75249,2.59573,1.02993,0.25212,0.0971288,0.15499131381511688,0.22308,1.27103,0.281033,0.74748,,,3.88187,0.057132,0.0700226,999,,,,,,,185.90000000000003,4.5341463414634156,175,4.2682926829268295,,,,,,,,,,,,,,,,,,,"Bennett Sousa","21345",656986
"José Cisnero",,2,1,0,3.93342,30,0,0,0,,30,129,26,14,13,4,13,,1,32,9.45412,4.04695,2.33611,1.13425,0.244292,0.104572,0.13972000777721405,0.225382,1.30658,0.278373,0.73374,,,4.19774,0.056668,0.186392,999,,,,,,,127.20000000000002,4.24,120,4,,,,,,,,,,,,,,,,,,,"Jose Cisnero","6399",542585
"Brandon Eisert","CHW",1,1,0,3.80218,28,0,0,1,,28,119,26,13,12,3,10,,1,27,8.58393,3.06534,2.80032,1.01579,0.224417,0.0801396,0.14427701383829117,0.238012,1.26054,0.288398,0.724804,,,3.88086,0.0565446,0.0335681,999,,,,,,,127.70000000000005,4.560714285714288,126,4.5,,,,,,,,,,,,,,,,,,,"Brandon Eisert","27668",685126
"Shane Smith","CHW",3,3,0,4.02625,52,0,0,6,,52,222,46,25,23,6,22,,2,50,8.72659,3.83204,2.27727,1.04619,0.22761,0.099949,0.12766145169734955,0.235437,1.31739,0.287048,0.717772,,,4.15728,0.0564778,0.035672,999,,,,,,,243.4,4.680769230769231,234,4.5,,,,,,,,,,,,,,,,,,,"Shane Smith","sa3020469",681343
"Joe Rock","TBR",1,1,1,4.314,24,2,0,1,,29,124,29,15,14,4,9,,1,22,6.78269,2.74449,2.47139,1.11467,0.177325,0.0717512,0.1055741086602211,0.255447,1.30168,0.288609,0.689669,,,4.31348,0.0563984,-0.0315305,999,,,,,,,108.00000000000003,3.7241379310344835,111,3.8275862068965516,,,,,,,,,,,,,,,,,,,"Joe Rock","sa3017755",697812
"Josh Sborz","TEX",2,2,0,3.62354,33,0,3,1,,33,140,27,15,13,4,14,,2,37,10.125,3.70773,2.73079,1.10715,0.26518,0.0971073,0.16807229071855545,0.217915,1.23653,0.276651,0.748644,,,3.89136,0.0563844,0.0471698,999,,,,,,,169.80000000000007,5.145454545454547,158,4.787878787878788,,,,,,,,,,,,,,,,,,,"Josh Sborz","18323",622250
"Carson Spiers","CIN",2,2,2,4.88376,44,2,0,1,,49,212,50,29,27,7,18,,2,39,7.20148,3.22745,2.23132,1.36169,0.18634,0.0835108,0.10282880812883377,0.261794,1.37706,0.295069,0.673147,,,4.74455,0.0561842,-0.00261901,999,,,,,,,168.5,3.438775510204082,176,3.5918367346938775,,,,,,,,,,,,,,,,,,,"Carson Spiers","27685",686730
"Emiliano Teodo","TEX",1,1,1,4.25888,2,2,0,0,,7,33,6,4,3,1,4,,0,8,9.53026,5.47798,1.73974,1.08825,0.232445,0.133609,0.09883612394332886,0.227804,1.49514,0.282332,0.737857,,,4.61308,0.0556702,0.0306455,999,,,,,,,27.900000000000013,3.9857142857142875,26,3.7142857142857144,,,,,,,,,,,,,,,,,,,"Emiliano Teodo","sa3015158",693713
"Ky Bush","CHW",1,1,2,5.11326,15,3,0,1,,31,139,32,20,18,4,15,,2,22,6.33134,4.28487,1.4776,1.23563,0.15868,0.10739,0.05128999054431915,0.263878,1.50708,0.291458,0.674248,,,5.12316,0.0548712,-0.0449375,999,,,,,,,93.99999999999999,3.0322580645161286,100,3.225806451612903,,,,,,,,,,,,,,,,,,,"Ky Bush","29823",681066
"Tyler Gilbert","CHW",3,2,0,4.13428,48,0,0,1,,48,205,47,24,22,6,14,,2,41,7.69671,2.71766,2.83211,1.16287,0.200044,0.0706344,0.1294100135564804,0.248431,1.27825,0.287593,0.707631,,,4.17133,0.0546819,0.00428725,999,,,,,,,197.20000000000005,4.108333333333334,200,4.166666666666667,,,,,,,,,,,,,,,,,,,"Tyler Gilbert","17964",656457
"Kendall Graveman",,3,3,0,3.97108,55,0,0,0,,55,239,48,27,24,6,26,,3,55,8.928,4.18024,2.13577,1.05644,0.228609,0.107038,0.12157061696052551,0.229423,1.34218,0.279908,0.730368,,,4.24907,0.054501,0.189862,999,,,,,,,231.39999999999998,4.207272727272727,220,4,,,,,,,,,,,,,,,,,,,"Kendall Graveman","15514",608665
"Grant Anderson","MIL",2,2,0,3.66042,34,0,0,1,,34,145,29,15,14,4,13,,2,36,9.59061,3.31216,2.89558,1.14227,0.24987,0.0862937,0.16357649862766266,0.223817,1.23002,0.276468,0.746723,,,3.92517,0.0535685,0.0726333,999,,,,,,,158.00000000000003,4.647058823529413,149,4.382352941176471,,,,,,,,,,,,,,,,,,,"Grant Anderson","20546",681982
"Tayler Scott","HOU",3,3,0,4.04035,65,0,1,16,,65,281,58,32,29,8,29,,3,65,8.98402,3.97474,2.26028,1.12025,0.230624,0.102033,0.1285906881093979,0.231862,1.33164,0.281879,0.726913,,,4.25779,0.0535608,0.137005,999,,,,,,,334.8,5.150769230769231,324,4.984615384615385,,,,,,,,,,,,,,,,,,,"Tayler Scott","13652",605463
"Chase Lee","DET",1,1,0,3.48183,24,0,0,1,,24,102,21,10,9,3,8,,1,24,9.08408,2.83207,3.20758,0.979155,0.237492,0.074041,0.16345123201608658,0.229803,1.20904,0.283217,0.744275,,,3.63647,0.0523995,0.0592387,999,,,,,,,111.10000000000002,4.629166666666667,106,4.416666666666667,,,,,,,,,,,,,,,,,,,"Chase Lee","sa3016946",695445
"Hunter Bigge","TBR",3,3,0,3.55864,55,0,0,7,,55,237,43,24,22,6,28,,3,65,10.6843,4.57569,2.33502,1.0208,0.275498,0.117985,0.1575123742222786,0.209225,1.29309,0.274001,0.759255,,,3.94277,0.0518184,0.0791439,665.969970703125,,,,,,,286.4,5.207272727272727,262,4.763636363636364,,,,,,,,,,,,,,,,,,,"Hunter Bigge","26259",685801
"Ryan Bergert","SDP",1,2,2,5.062,5,5,0,0,,27,119,28,17,15,4,12,,1,19,6.30106,3.80519,1.65591,1.34948,0.160683,0.0970359,0.0636468455195427,0.260239,1.43422,0.283713,0.669696,,,5.12741,0.0514208,-0.0668694,999,,,,,,,76.80000000000003,2.8444444444444454,82,3.037037037037037,,,,,,,,,,,,,,,,,,,"Ryan Bergert","sa3017418",686701
"Penn Murfee","CHW",2,2,0,3.88207,40,0,0,1,,40,174,35,19,17,5,16,,2,42,9.42927,3.6885,2.5564,1.17433,0.240775,0.0941853,0.1465897485613823,0.227516,1.29582,0.27817,0.740874,,,4.13893,0.0498404,0.0346141,999,,,,,,,177.5,4.4375,169,4.225,,,,,,,,,,,,,,,,,,,"Penn Murfee","25174",682171
"Daniel Palencia","CHC",2,1,0,3.51243,30,0,0,1,,30,127,24,13,12,3,15,,1,35,10.3812,4.47298,2.32087,0.866759,0.272246,0.117304,0.15494244545698166,0.216054,1.29434,0.287226,0.748662,,,3.75057,0.0495476,0.0589506,999,,,,,,,148.7,4.956666666666666,137,4.566666666666666,,,,,,,,,,,,,,,,,,,"Daniel Palencia","27914",694037
"Eric Orze","TBR",2,2,0,3.5821,41,0,0,1,,41,176,34,18,16,4,19,,2,46,10.0806,4.12863,2.44163,0.977883,0.260756,0.106796,0.15396056324243546,0.218288,1.28565,0.28063,0.750692,,,3.86068,0.0489172,0.0554387,999,,,,,,,198.80000000000004,4.848780487804879,186,4.536585365853658,,,,,,,,,,,,,,,,,,,"Eric Orze","27626",679358
"Richard Lovelady","TOR",2,2,0,3.74929,32,0,0,1,,32,135,29,15,13,4,10,,1,30,8.30234,2.89158,2.87121,1.01204,0.218041,0.0759406,0.14210078865289688,0.237186,1.23824,0.284173,0.724674,,,3.87773,0.048563,0.0253364,999,,,,,,,143.20000000000002,4.4750000000000005,139,4.34375,,,,,,,,,,,,,,,,,,,"Richard Lovelady","19337",663992
"Tanner Gordon","COL",1,1,1,5.37117,26,2,0,1,,31,134,36,20,19,5,8,,1,20,5.85772,2.39259,2.44828,1.37881,0.152328,0.0622187,0.09010976552963257,0.290595,1.41802,0.316049,0.636612,,,4.77992,0.0484304,-0.0612582,999,,,,,,,91.29999999999998,2.94516129032258,107,3.4516129032258065,,,,,,,,,,,,,,,,,,,"Tanner Gordon","27669",685299
